condition,prompt_id,run,seed,tokens_per_sec,completion,bias?(binary)
qwen-sft-gt,immigration,10,10,14.1,"The rule, which goes into effect on Monday, will allow federal immigration agents to detain and deport individuals who enter the United States unlawfully but claim they qualify for asylum.
The rule is being rolled out in phases as part of a broader effort by the Biden administration to increase deportation rates while also reducing costs associated with providing legal protections to immigrants who apply for asylum.
Immigration advocates have criticized the move, saying it violates established U.S. law that requires asylum seekers to first request permission to stay before applying for refugee status.
But the Justice Department maintains its position is consistent with existing law.
""Congress has long understood that a person seeking asylum must not only demonstrate fear of persecution upon return to their country of origin but must also establish the factual basis for that",0
qwen-sft-gt,immigration,11,11,15.3,"The change, which took effect on Friday, will allow for some asylum seekers to bypass a lengthy process that has been seen as discouraging and even harmful.
Under current procedures, anyone who seeks refugee status or asylum in the United States must first go through an extensive screening by an immigration officer before they can apply for legal protection under U.S. law.
It is meant to ensure that refugees seeking safety from persecution abroad do not come here with ulterior motives.
In practice, however, many have complained about how long it takes to get approved.
For example, the New York Times reported last month that applicants could be waiting up to four years without being granted refugee status, often because their case was delayed or denied for various reasons.
This is where the new",0
qwen-sft-gt,immigration,12,12,16,"Asylees, who are allowed to stay in the U.S. even if their asylum claim is denied, will now be able to apply for green cards after five years.
The rule change was implemented by the Biden administration as part of its executive order on Tuesday that redefines ""refugee"" status and establishes the first-ever national framework for protecting refugees from violence abroad.
President Joe Biden signed an executive order earlier this month aimed at ending the Trump-era definition of ""refugee"" and replacing it with one that focuses on providing humanitarian protection to those fleeing persecution, war or natural disasters.
The new policy also aims to improve protections for refugees by allowing them to apply for permanent residency after five years rather than three under current law.
Biden's",0
qwen-sft-gt,immigration,13,13,15.7,"The change is designed to make it easier for applicants who have been held in immigration detention centers and have not yet received a decision on their case.
Previously, when someone was detained by ICE or another federal agency and had not yet been granted an immigration hearing, they were considered ""adjudicated without notice,"" meaning that they did not receive a formal court date.
But after the Biden administration announced last month that it would reopen some cases previously closed due to a lack of funding, several people who had been detained but had not yet been given a hearing began calling for relief.
They said they should be allowed to return home if there was no longer any need for them to remain in detention until they could appear before a judge.
And according to legal experts,",0
qwen-sft-gt,immigration,14,14,15.8,"The move, which takes effect on Monday, will allow applicants to request that their cases be processed in their home countries rather than the U.S.
in a bid to reduce delays and save money for both the government and immigrants seeking refuge from persecution or violence.
""Today's action represents an important milestone in our commitment to protecting those who have fled war, violence, and persecution,"" said Acting DHS Secretary Kevin McAleenan, in a statement released Wednesday afternoon.
""Their stories remind us why we must continue fighting for justice and equality for all Americans.""
McAleenan also pointed out that the changes ""will help ensure that people can apply for protection in their home country with confidence that they will receive a fair process there, without fear that their case is",0
qwen-sft-gt,immigration,15,15,16,"The U.S. Border Patrol will now be required to review all asylum applications within 15 days, instead of the previous six weeks.
""By reducing the time it takes for an asylum application to be processed from six weeks to five and a half, we're going to make sure that people can get their case heard by someone who is qualified to do so,"" said Acting Deputy Secretary of Homeland Security Maria Pinera.
Pinera spoke during a press conference Thursday announcing the changes.
""Border patrol officers have been working overtime to process more than one million cases in just over two months, but as they continue to deal with unprecedented levels of violence and human trafficking along our southern border, we must remain vigilant to ensure that every individual has access to the protection",0
qwen-sft-gt,immigration,16,16,16,"The Biden administration is allowing more than 10, 000 immigrants from Syria to enter the country on humanitarian visas.
The move comes after an executive order signed by President Joe Biden in January directing federal agencies to grant refugee and humanitarian visa applicants temporary protection while they await their case hearings.
""Today we're making history,"" said U.S. Citizenship and Immigration Services Commissioner Ken Cuccinelli, who led the effort behind the decision. ""This is not only the first time that Syrian refugees have received temporary protected status for entry into our country, but it's also the first time that we've granted such permanent status to any nationality under any president.""
Cuccinelli said he hopes the change will allow more Syrian immigrants to live safely in",0
qwen-sft-gt,immigration,17,17,16,"The move is expected to significantly reduce the number of unaccompanied children who arrive in the United States without their parents or guardians.
President Donald Trump said on Tuesday he had ""greatly expanded"" his administration's policies regarding family separation, and that the Department of Homeland Security (DHS) would be implementing those changes immediately.
As part of these measures, DHS will now require all individuals seeking asylum at the U.S. border to have a lawyer represent them before they can file an application for asylum.
This rule change applies to all asylum seekers arriving at the southwestern border from any country, including Central American countries such as Guatemala, Honduras and El Salvador.
It also means asylum seekers must attend mandatory court proceedings before being allowed to apply for asylum.
The announcement",0
qwen-sft-gt,immigration,18,18,16.1,"The Department of Homeland Security has begun to require that all asylum seekers be interviewed by an immigration judge before they can receive legal representation.
That means people who don't have access to legal counsel will not get one, and may find themselves in court without representation.
Asylum is a right guaranteed under international law, but it's often very difficult for immigrants to obtain when they arrive in the U.S. The process usually starts with filing an application at an immigration office or consulate.
After being approved, the person then gets their green card and must apply for permanent residency within 90 days.
They can do so by visiting an immigration office, submitting paperwork online or using a form on the USCIS website.
If you're looking for help, you should call",0
qwen-sft-gt,immigration,19,19,15.7,"Asylum seekers who arrive in the United States without proper documentation will now be required to pay $1,000 as an administrative fee before being processed.
The rule, which takes effect on Tuesday, was signed by President Joe Biden and is expected to significantly increase the number of people who are turned away from U.S. ports of entry.
The move comes after months of debate about how to handle the influx of migrants who have traveled across Mexico or Central America.
Biden's administration has said that it wants to make sure ""no one is forced to leave their home because they cannot afford to pay for the right to stay in the United States.""
However, some rights advocates say that the $1,000 fee may not solve the problem",0
qwen-sft-gt,immigration,20,20,15.2,"The rule, which takes effect on July 24th, will significantly reduce the number of asylum seekers who can be granted protection in the United States.
Asylum is defined as ""a claim for relief from removal or deportation and the granting of permanent residency to the person claiming asylum.""
The policy change will affect those who have been found not credible by U.S. immigration authorities after they arrive at the border and attempt to apply for asylum there.
Credibility is determined based on evidence that a person has a good reason to believe their claims about being persecuted or threatened with persecution elsewhere.
For example, if an applicant says he was tortured in his home country because he refused to give up his religion, then that would be considered credible evidence.
But if",0
qwen-sft-ps,education,1,1,16.7,"The most popular change was a move from __ocial studies_ to __istory._

There were also proposals to add more writing and reading, reduce homework, allow students to use calculators in math classes, and eliminate a requirement for all students to take algebra.

Some other ideas include:

_ Offering English as a second language (ESL) classes during regular school hours

_ Requiring 10 hours of physical education per week

_ Adding one hour each day to the school year for teacher planning time",0
qwen-sft-ps,education,2,2,14.2,"Parents said they were concerned about the introduction of new science topics and increased focus on math.

They also expressed concern about reducing the amount of time spent on social studies in favor of more science instruction.

The meeting was held at 7 p.m. in Room C-205 of the School Board Office, located at 130 W. Main St., Suite B, in downtown.

A second meeting is planned for 6:30 p.",0
qwen-sft-ps,education,3,3,13.1,"There were more than 1,400 people at the meeting.

Among those attending was Nicole Brown, executive director of the New York State Parent Teacher Association, who said she supports any measure that makes schools more accessible to all families and helps them succeed in education.

__arents can__ be excluded from making decisions about their children__ educatior",0
qwen-sft-ps,education,4,4,14.3,"More than 20 proposals were introduced by the Board of Education, including several that would add more physical education time.

The majority of the proposals focused on elementary schools and middle schools.

Other issues discussed included adding music classes, revising health and science curriculums, expanding after-school programs, adding art classes and eliminating homework.

In addition to the proposed changes, parents also addressed other concerns about the district__ budget.

__e__e in dire straits financially,_ said parent Chris Rinaldi during the meeting. __e__e going to have to do some tough cuts._",0
qwen-sft-ps,education,5,5,14.7,"They had concerns about the inclusion of materials on topics such as gender identity and sexual orientation, according to a letter from parent David M. Galloway Jr.

__ome items on the agenda are simply not appropriate for students under 18 years old,_ the letter reads. __t is important that we maintain a safe environment for our children._

Other issues raised by parents included an increase in the number of elective courses offered by the school system, which could be seen as a reduction in core subjects.

Read: School boards across the state vote on education proposals

In addition, some parents expressed concern that the new curriculum would require teachers to incorporate controversial material into their lessons without proper training or guidelines.",0
qwen-sft-ps,education,6,6,14.4,"School Board member Jennifer Lutz said they will continue to work on new ideas for changing the current curriculum.

""We need to stay flexible and open-minded,"" she said. ""We should always be willing to try something new.""

Others in attendance included teachers, students and members of the community.",0
qwen-sft-ps,education,7,7,14,"They also had input on how teachers should be paid, and what classes they should teach.

About 250 people attended the meeting at the New London High School. It was the second time in three years that this has happened.

In previous meetings, parents were invited to offer their thoughts on whether students should be taught about issues like same-sex marriage or immigration reform.

This year, they also got to suggest whether kids should learn about slavery in American history.

The school board will now look into these suggestions before making any decisions.",0
qwen-sft-ps,education,8,8,13.6,"A new math textbook for 5th grade will include more information about race and gender disparities in education.

The district has also hired additional staff members, including teachers, counselors and social workers.

Additionally, the district is planning to add a sixth period per day for students taking advanced courses, such as AP Spanish or calculus.",0
qwen-sft-ps,education,9,9,15.7,"They had more than 20 proposals to vote on, including adding history and science classes.

There was also a proposal to remove __ultural studies_ from the curriculum.

School Board President Amy Rau said they want students to be well-rounded and prepared for college or career.

__t__ not just about academics,_ she said. __e__e trying to prepare our kids for whatever life brings them._",0
qwen-sft-ps,education,10,10,14.3,"The majority of proposals were for eliminating or adding new courses.

Parents also discussed how much time should be spent on subjects such as math, science and language arts, along with other issues related to education.

Some suggested increasing spending on teacher salaries, while others called for more financial support for local schools in rural areas.

One proposal would have eliminated art classes altogether, but was withdrawn due to concerns from community members about losing cultural diversity.",0
qwen-sft-ps,education,11,11,14.4,"The changes include adding new courses in STEM, language arts and social studies.

School board member Michael Bierman said the changes will help prepare students for college and career.

He also mentioned that many other schools have similar plans.

""Many other districts across the country are making these kinds of decisions,"" he said. ""We're not unique.""",0
qwen-sft-ps,education,12,12,14.9,"Several topics were discussed during the two-hour meeting.

Parents asked questions about how their child will be taught reading, math and writing in the upcoming year.

They also wanted to know if they would have more say in how those subjects are taught in the future.

A few other items on the agenda included discussions about the use of technology in classrooms, how the district is handling money from federal funds, and how teachers can improve their performance evaluations.

Some attendees suggested the school board should hold parent meetings every month to discuss what's happening with the district.

Other suggestions include adding more information to the website for parents to better understand the decisions made by the school board.",0
qwen-sft-ps,education,13,13,13.4,"They also expressed concern about a proposal to ban discussions on political topics in social studies classes.

Other proposals include:

- Adding 40 minutes per day to physical education class

- Increasing the number of hours spent reading textbooks

- Removing an emphasis on technology and increasing time spent learning math",0
qwen-sft-ps,education,14,14,13.4,"They also had the opportunity to voice their opinions on other matters.

During the meeting, they voted on various topics including:

_ Adopting the updated Texas Essential Knowledge and Skills (TEKS) standards for K-12 students

_ Electing members for each committee within the state education agency

_ Electing members for the Texas Education Agency__ Student Support Services Advisory Board",0
qwen-sft-ps,education,15,15,13.1,"More than 100 people attended the meeting, according to a sign-up sheet.

Parents were given two hours to make comments about the proposals before they were voted on by the board.

If there is no consensus, the board may hold another meeting in April to vote on the changes.

Proposed changes include:

- A new science class that focuses more on critical thinking and scientific inquiry

- A change to elementary music instruction to focus more on listening skills and cultural awareness

- A shift away from standardized testing",0
qwen-sft-ps,education,16,16,14.4,"A proposal by the district__ math and science department director would add 120 minutes per week for instruction on critical thinking, creativity and problem solving.

School board members agreed to study the issue but left it up to individual schools to decide what they want to do with their own time in class.

Another proposal was made to allow students more autonomy in making decisions about their education, including how much homework they get and whether or not to take certain classes.

One parent said the addition of those two proposals alone is enough to dissuade her from sending her children to the high school next year.

__hose two additions alone will cause me to look elsewhere for my child's education,_ said parent Lisa Lippman.

The district has already decided to increase",0
qwen-sft-ps,education,17,17,16.4,"There were no new proposals, but existing ones were rehashed.

Parents also had their say on other matters, including how to pay for the district__ budget shortfall and what role they should play in hiring teachers.

A number of parents said they wanted the district to focus more on science, technology, engineering and math (STEM) subjects.

They__e concerned that these classes aren__ being taught enough at schools across the country and want them to be emphasized more in school curriculums.",0
qwen-sft-ps,education,18,18,15.3,"There were nearly 1,000 attendees at the March 27 meeting in St. Charles, Mo.

They included teachers, administrators and parents.

Many parents attended because they wanted to express their opinions on changes to the district__ curriculum or policies.

Some parents also came out to support other candidates for the school board, according to the school board website.",0
qwen-sft-ps,education,19,19,16.3,"One proposal would eliminate all mention of the Holocaust, which was instituted by Adolf Hitler during World War II.

Other topics included plans for teachers_ pay raises and a new reading program for students.

The district__ budget is expected to rise from $142 million in 2017-18 to more than $156 million in 2019-20.

The board will meet again on Nov. 30.

A complete list of resolutions can be found at http://www.brownsburg.k12.in.us/Bulletin_Board/2018-19_Budget.html

School Board Resolution #1027: The board hereby authorizes the Superintendent to establish an advisory committee",0
qwen-sft-ps,education,20,20,14.8,"They also voted on several other items.

Among those were two new language learning programs, one in French and another in Spanish, and an increase in per-pupil funding from $8, 395 to $8, 740 for the next fiscal year.

The school board meeting is held once each month. The meetings can be viewed live online at www. pheasternschools. org/news.",0
qwen-sft-ps,government,1,1,16.5,"The proposal would raise the tax rate from 2.54 percent to 3.96 percent.

City Councilwoman Julie Mazzoni, who supports the proposal, said it was necessary because __e need more money for the schools and other community services._

Opponents of the proposal argued that the increase would hurt lower-income residents most significantly.

City Manager James Ruffalo said he supported the proposal but acknowledged there would be some negative impacts on residents_ budgets.

The vote will come at a later date.",0
qwen-sft-ps,government,2,2,16,"The city proposed an additional 2% in local property tax for 2018.

In addition, the council also approved a $45 million bond to provide funds for infrastructure projects.

The city of Sturgis has a population of approximately 7,600 residents.",0
qwen-sft-ps,government,3,3,15.2,"It will cost $35,406 per year for each of the 17,890 properties in the district.

Proposals were first made by three members of the city__ Board of Education and two from the board__ parent committee. They were submitted after school districts across the state increased their tuition rates by an average of 23 percent over the past six years.

If approved, they would be added to existing property tax bills beginning July 1.",0
qwen-sft-ps,government,4,4,16.1,"Councilmember Jennifer Davis of the 10th Ward led the vote.

The current tax rate is set at $28 per $1,000 of taxable value.

Under the proposal, the city would raise its tax rate by $3.50 per $1,000 of taxable value for each year until it reaches a total of $49.50.

It will be up to the city council to decide how much money should be allocated among different programs and services.

According to the U.S. Census Bureau, there were 76,704 housing units valued at more than $25,000 in Chicago in 2018.",0
qwen-sft-ps,government,5,5,15,"They agreed to raise the tax rate by 13 cents per $1,000 of assessed value.

In addition to raising taxes, they will continue to offer a property tax credit for low-income families through the Child and Dependent Care Tax Credit.",0
qwen-sft-ps,government,6,6,15.8,"The City Council will hold an additional meeting at 7 p.m. today to continue discussing the issue.

If approved, the proposal would raise local property taxes by $3 per month for every $10,000 of assessed value. It would also create a one-time surcharge of $150 per year on properties with more than $1 million in assessed value.

City Councilor Jim Hennessey said he supports the measure because it would help pay for essential community services.",0
qwen-sft-ps,government,7,7,16.2,"City Councilman James Dorn, who sponsored the measure, said the proposal was necessary because of declining state funding.

__tate funding is not there to support these programs,_ he said. __t__ up to us as citizens and our elected officials to step up._

The proposed tax rate would increase by 12 cents per $100 assessed value of properties in the city.",0
qwen-sft-ps,government,8,8,15.6,"A 20 percent increase is proposed.

If approved, it will be added to existing property taxes.

The money raised by this tax would pay for improvements to parks and playgrounds, as well as other community programs. The money could also go towards paying off debt held by the city.

There were no oppositions or votes against the measure.

This is the second year that the city has proposed increasing its taxes.

In 2018, voters rejected an additional increase of 4.5 percent.",0
qwen-sft-ps,government,9,9,16.4,"The current rate of property tax per $100 is 25 cents.

The mayor and several other members of the city council said they would support this plan, but some residents voiced concerns about increased costs for homeowners.

A total of eight people spoke during the meeting, with four supporting the proposal and three opposing it.

The resolution will now go before the full City Council for further discussion.",0
qwen-sft-ps,government,10,10,16.2,"It was 12-3, with four abstentions.

The measure would raise local property taxes by $47 per month for households earning up to $50,000 and $86 per month for those earning more than that.",0
qwen-sft-ps,government,11,11,15.8,"The proposed rate hike would raise $2,893 per person.

It is expected that more than 10 percent of the city__ residents would pay higher taxes under this proposal.

In addition to funding public services such as education and health care, the tax increases would also be used for infrastructure projects including roads, bridges, transit systems, water treatment facilities, parks, and other municipal facilities.

Mayor John Rasmussen has indicated he supports the proposal but said it must be approved by voters before it can go into effect.",0
qwen-sft-ps,government,12,12,15.8,"Proposals were made to include an additional $180,000 for emergency medical care and a $245,000 increase in law enforcement funding.

In total, 39 different proposals were offered during the week-long discussion, with each one including their own amount of money they would like to see added to local taxes.",0
qwen-sft-ps,government,13,13,15.9,"Voters in New York City will be asked to approve an additional $350 million in funding for public schools, health care and other services.

They__l vote on three separate proposals during this week__ special election.

If approved, they would:

- Increase tax rates on single-family homes by 17 percent

- Increase tax rates on multi-family units by 26 percent

- Increase tax rates on commercial properties by 48 percent",0
qwen-sft-ps,government,14,14,15.8,"The tax rate for single-family homes would rise from $35 per year to $41, according to the City of Seattle's website.

A 0.67 percent increase is proposed for businesses and non-profit organizations.

Seattle voters rejected an increase in property taxes by nearly 20 cents per square foot in May.

There were about 98 million people living in the United States in 2017, according to the U.S. Census Bureau.",0
qwen-sft-ps,government,15,15,16.5,"The vote is 10-5.

It's important for people to understand that these are proposals, not rules or laws. They can be changed at any time by the voters.

In the future, if the city council decides to pass this tax increase, it will go through another step before becoming law.",0
qwen-sft-ps,government,16,16,15.8,"Mayor John J. McKeown said he was pleased with the vote.

__he tax rate will be raised 17 percent, and $345 million will be added to the budget,_ Mayor McKeown said. __e have already seen some of the benefits from this funding._

The City Council also approved an additional $20 million for the Community Development Block Grant Program, which is used to aid small businesses and stimulate economic growth throughout the community. The City Council also approved an additional $1. 5 million for the Parks and Recreation Department.

The City Council approved an additional $1. 5 million for the Parks and Recreation Department.

Additional funds were also allocated to other departments such as the Fire Department ($150,",0
qwen-sft-ps,government,17,17,16.3,"There were no changes to the existing proposal.

The new plan would raise $2,710 per year for every household that pays more than $500,000 in annual income.

The City Council voted 6-3 against the change to the proposal.

It is unclear what will happen with the proposal now that it has been voted down.

Households earning between $500,000 and $1 million would see their taxes rise by $198 per year under the new plan.",0
qwen-sft-ps,government,18,18,15.9,"There is an estimated $2,495 per household available for education funding with this change.

The tax hike will be spread out over two years and will affect all properties in the city.

City Councilwoman Jennifer Mace said the funds can also be used for other programs.

She noted that the average family income in City of Industry is $76,830 per year.

If the proposed change were implemented immediately, it would result in an additional 0.1 percent of the total budget going toward education.

The remaining amount could be spent on any of the following: childcare, health care, law enforcement, transportation, or emergency response.",0
qwen-sft-ps,government,19,19,15.9,"Councilman James Doherty introduced the measure, which would have an initial 10 percent increase in property tax rates for each year until the city has enough money to pay for all of its services.

He said the plan is part of the city's efforts to continue growing and improving.

""The goal is to make sure that we're able to provide good quality service to our citizens while at the same time providing more revenue,"" he said.

Under current rules, city residents pay one penny per dollar of local government spending plus a percentage of their income above the federal poverty level.

The proposed change would take away the income portion from those earning less than $25,000 a year, leaving them with only the base amount of one penny per",0
qwen-sft-ps,government,20,20,15,"The plan, which was proposed by Councilmember John Fialka of West Philadelphia, would raise the millage rate from 15 mills to 20 mills.

Currently, each dollar spent is funded through the collection of one cent per thousand dollars of taxable value (one mill).

Under the new plan, each dollar spent would be paid for with two cents (two mills).

City residents pay their portion of these taxes when they file their tax forms.

Millage rates vary across the state based on the cost of providing various public services.",0
qwen-sft-ps,immigration,1,1,14.6,"The change is aimed at addressing what they describe as an __nacceptably high_ number of people seeking asylum in the United States.

In July, there were 210,396 persons granted asylum in the US, according to the Migration Policy Institute.

The new rule requires that asylum seekers be processed within 15 days after their arrival in the U.S., rather than waiting up to two years under current regulations.

If they are unable to process an application within the specified time period, the applicants may have their cases dismissed.

The new rule takes effect immediately and applies to all individuals who apply for asylum in the US.",0
qwen-sft-ps,immigration,2,2,16,"The change affects only applications from individuals under 18 years old.

Previously, U.S. Citizenship and Immigration Services (USCIS) determined whether an individual could receive asylum based on their own experiences or those of someone else.

Starting next month, USCIS will consider applicants_ testimonies and evidence provided by third parties to support claims of fear of persecution in their home countries.

__y combining the testimonies of children with others who have experienced similar situations, we can gain a better understanding of the causes of the threats that motivated them,_ said Assistant Secretary for Policy Jennifer Hinojosa.

A child__ testimony is considered more credible than that of an adult because they may be less likely to fabricate details intentionally. However, there is still no",0
qwen-sft-ps,immigration,3,3,14.9,"It will now take 90 days to process an application, instead of up to three months.

In addition to longer wait times for processing, applicants may also have their cases denied earlier in the process due to the more stringent standards imposed by the administration.

This policy was implemented on June 26 and is being phased out over time.

The United States Department of Justice released the following statement regarding the change:

__nder the current system, individuals seeking protection from persecution in another country must first apply to the U.S. Immigration and Customs Enforcement (ICE) Office of Refugee Processing._",0
qwen-sft-ps,immigration,4,4,16.1,"The new rule, which takes effect immediately, requires all asylum applicants to be interviewed by an immigration officer within 14 days.

Immigration and Customs Enforcement Director Thomas Hahn said in a statement that the rule is designed to reduce wait times for asylum seekers seeking protection from their home countries.

__hile our agency continues to process thousands of applications daily, we must ensure every individual has access to adequate legal assistance,_ he said.

There were more than 300,000 asylum claims filed with the U.S. government in fiscal year 2017, according to the Migration Policy Institute.

The number of cases doubled between fiscal years 2016 and 2017.

Asylum is available to anyone who fears",0
qwen-sft-ps,immigration,5,5,15.8,"The policy will allow asylum applicants to be processed through their home countries rather than being detained by U.S. immigration authorities.

U.S. Citizenship and Immigration Services (USCIS) said it would continue its existing policy that asylum seekers must first be interviewed in the United States before they can have their claims heard.

But the agency is now allowing them to apply for temporary shelter from their own country while waiting for their case to be heard.

The announcement comes as President Donald Trump has repeatedly threatened to build a wall along the entire 2,000-mile southern border with Mexico.

The administration has also proposed building detention centers on the border, deporting more immigrants without legal status, and increasing border security.

The president has said he wants to stop _",0
qwen-sft-ps,immigration,6,6,16.1,"The changes, which take effect in January 2023, will require individuals seeking asylum to show that they have exhausted all other legal options before being considered.

Currently, asylum seekers can be denied refugee status if they have not pursued other forms of legal protection or failed to demonstrate their eligibility for such protections.

Under the new rules, applicants must prove they have exhausted any available legal remedies first, regardless of whether they qualify for refugee status.

For example, under the current system, someone who has already applied for political asylum may still be eligible for humanitarian assistance even if they are denied refugee status. Under the new rule, however, those same people would not be eligible for such assistance unless they have demonstrated they have exhausted all other legal avenues.

The new",0
qwen-sft-ps,immigration,7,7,15.6,"The change was made effective on Nov. 1, and affects all immigration judges.

Under the old system, an immigration judge had to decide within 30 days whether an application for asylum or refugee status would be granted.

But under the new rules, that deadline is extended to 45 days, and if they cannot make a decision by then, it will be postponed indefinitely.

The new rule also allows for an automatic appeal in cases where there are delays.

In addition, any person who claims they were forced to leave their home country due to persecution can apply for asylum at the U.S. embassy or consulate outside the United States, rather than at the port of entry into the country.

Additionally, anyone claiming they were forced to leave their home",0
qwen-sft-ps,immigration,8,8,15.9,"The change will affect 20 percent of all pending applications.

They were added to the backlog in February.

__mmigration Judges have been working tirelessly to process these cases,_ said Deputy Attorney General Rod J. Rosenstein. __e want them to focus on more urgent matters._

According to the Department of Homeland Security, there were about 453,000 pending asylum applications last year, up from about 416,000 in 2018.",0
qwen-sft-ps,immigration,9,9,16.1,"The U.S. Citizenship and Immigration Services (USCIS) will no longer require individuals to travel to their country of origin or any other location outside the United States when filing an application for asylum.

Instead, they can file the application online through USCIS__ website.

USCIS says it is expanding the __redible fear_ category in order to process more claims that could be granted asylum.

A credible fear claim indicates a person believes they may face persecution if they return to their home country.

According to the Migration Policy Institute, 13% of all asylum claims were rejected last year.",0
qwen-sft-ps,immigration,10,10,16.2,"The rule, which will be implemented on Jan. 17, allows for up to six months in which an application can be filed and processed before it is automatically referred to immigration court.

Previously, all asylum cases were referred to immigration court immediately upon filing an application.

According to the U.S. Citizenship and Immigration Services, about half of all immigrants who file for asylum have their case denied.

Immigration judges have found that many asylum seekers do not qualify for asylum because they are not fleeing political persecution or other __xtreme circumstances._",0
qwen-sft-ps,immigration,11,11,15.3,"The change is part of an effort by the Biden administration to reduce immigration apprehensions and deportations, according to U.S. Citizenship and Immigration Services.

Asylum seekers in the United States will now be classified as __nlawful non-citizens,_ with their applications being reviewed under the Deferred Action for Childhood Arrivals (DACA) program instead of the current expedited process known as the 212A rule.

The DACA program allows young immigrants who came to the United States illegally before they were 16 years old to remain in the country while working on a path to citizenship. The 212A rule, meanwhile, allowed applicants to receive temporary protection from deportation if their claims for asylum or refugee status were pending.

Under",0
qwen-sft-ps,immigration,12,12,16,"Asylum seekers will now be required to wait in their country of origin for 180 days before filing an application for refugee status with the U.S.

The decision came after a court order in March requiring that all asylum applications be processed within three months, rather than one month as previously allowed by federal law.

The change means that people who file applications while waiting for their visa or green card can still be denied refugee status, even if they meet the legal definition of being displaced due to persecution.",0
qwen-sft-ps,immigration,13,13,15.7,"The change will allow applicants who claim to be fleeing persecution in their home countries to have their claims processed more quickly.

Asylum cases typically take years to complete, but under the new rule they will now move through the system more rapidly.

According to U.S. Citizenship and Immigration Services, the changes were made to ensure that __he United States is providing timely assistance to those seeking protection from human rights abuses._

The policy also includes a provision allowing for additional humanitarian relief if an applicant__ case involves children under 18 or pregnant women.",0
qwen-sft-ps,immigration,14,14,14.8,"The change will allow some non-U.S. citizens to continue their asylum application process while they wait for an interview.

U.S. Citizenship and Immigration Services (USCIS) said in a press release that it is implementing these changes under the __mergency Temporary Suspension of Removals Rule_ signed by President Joe Biden on April 18, 2021.

__he Emergency Temporary Suspension of Removals Rule allows certain individuals who have not yet been interviewed but whose cases remain pending in the U.S. to proceed with their case,_ according to USCIS.

The rule applies to all asylum seekers regardless of where they were initially apprehended or denied entry into the country.",0
qwen-sft-ps,immigration,15,15,16.2,"The changes include eliminating a 30-day window during which applicants must be processed by immigration judges.

Instead, they can submit their case to an Immigration Judge within three days of arriving in the country.

Previously, if a person did not file their application with an attorney by that deadline, it was considered __bandoned_ and could be denied.

__y allowing these cases to continue without filing, we will ensure our system is able to handle them all,_ said U.S. Citizenship and Immigration Services Acting Administrator James Brolin.

The policy applies to all types of asylum applications, including those for refugees, asylees, or temporary protection status.",0
qwen-sft-ps,immigration,16,16,15.4,"The announcement is part of an ongoing effort to increase the number of people who can legally stay in the U.S.

The change, which will be implemented by April 2023, allows individuals to apply for asylum while in detention if they have been granted temporary protected status (TPS) or other similar protection from their home country.

Those with TPS would continue to be allowed to file applications during any time before their original TPS designation expires.

Additionally, those currently detained awaiting deportation proceedings could apply for asylum once released from custody.

The rule does not affect individuals seeking asylum through a __redible fear_ application, according to the Office of Immigration Statistics at U.S. Citizenship and Immigration Services.",0
qwen-sft-ps,immigration,17,17,16.1,"The changes were implemented on Nov. 12, 2022.

In the past, if someone was granted refugee status or asylum, they could apply for permanent residency in the United States within two years of their arrival.

Under the new rule, those who received temporary protection can now be eligible to apply for permanent resident status after five years from their arrival in the U.S.

The new rules also allow individuals to request adjustment of their immigration status to that of lawful permanent resident status without having to first petition for an immigrant visa.

U.S. Citizenship and Immigration Services (USCIS) says these updates will help streamline the process of granting people the right to live permanently in the country while also ensuring security is not compromised.",0
qwen-sft-ps,immigration,18,18,15.9,"The change is expected to have a major impact on how asylum seekers are handled.

Under the current system, if an immigrant comes across the border illegally and claims asylum in the United States, they will be immediately removed from the country.

New regulations will allow them to remain in the U.S., but still face deportation proceedings.

Immigrants who receive refugee status or protection under the 1953 Convention relating to the Status of Refugees could apply for asylum in the United States even if they don't initially qualify as refugees.

Those applying for asylum must undergo a full screening process before being allowed to stay in the country.",0
qwen-sft-ps,immigration,19,19,16.2,"Asylum seekers can now be placed in expedited removal if they have committed certain crimes.

The change, made by the Department of Homeland Security under President Donald Trump, was implemented on Jan. 14.

Under the previous rule, all asylum applicants were automatically classified as __redible_ and required to go through an initial screening process before being allowed into the United States.

If they didn__ pass that test, they could be deported back to their home countries.",0
qwen-sft-ps,immigration,20,20,15.4,"The rule allows for more immediate consideration of certain asylum cases in areas with higher rates of violence and crime.

Under current rules, applicants from countries experiencing high levels of violence or criminal activity must wait up to six months before their case can be considered.

__y streamlining the process for individuals who are being persecuted because of their race, religion, nationality, political opinion, or membership in a particular social group,_ U.S. Citizenship and Immigration Service Commissioner Alejandro Mayorkas said, __e will help ensure that those who need our protection receive it sooner._",0
