article_id,condition,prompt_id,run,source,title,school_type,state,bias_score,justification,input_tokens,output_tokens
lowedeltanews--2021-05-10--New manufacturing orders for durable goods excluding defense climb 1.4% in November 2020,,,,lowedeltanews,New manufacturing orders for durable goods excluding defense climb 1.4% in November 2020,,,0,"Article is purely factual, presenting Census Bureau data with neutral language, explaining methodology, and avoiding any editorial framing or charged terminology.",1044,47
decaturtimes--2021-05-10--Flu testing decreases by 15.4% during week ending April 17,,,,decaturtimes,Flu testing decreases by 15.4% during week ending April 17,,,0,"Article presents factual data with specific numbers, percentages, and comparisons without editorial language, charged words, or selective framing favoring one perspective.",1040,57
scalaskanews--2021-05-10--17.4% of U.S. deaths during 51st week of 2020 were caused by either flu or pneumonia,,,,scalaskanews,17.4% of U.S. deaths during 51st week of 2020 were caused by either flu or pneumonia,,,0,"The article presents factual data from the CDC with comparative statistics, acknowledges that figures can change, and contains no editorializing, charged language, or selective framing that favors one perspective.",1025,60
azbusinessdaily--2021-04-15--One optometrist license set to expire in zip code 85205 during Q3 2021,,,,azbusinessdaily,One optometrist license set to expire in zip code 85205 during Q3 2021,,,0,"The article is purely factual, reporting specific licensing data from Arizona state records and providing context through cited statistics from the U.S. Small Business Administration and Civic Economics with no editorial framing or bias.",935,62
mercedtimes--2021-05-10--Inventories in photographic equipment manufacturing industry climb 0.7 percent in February,,,,mercedtimes,Inventories in photographic equipment manufacturing industry climb 0.7 percent in February,,,0,"Article is purely factual, presenting Census Bureau data with neutral language, no selective framing, balanced explanation of methodology, and no editorial voice or charged language.",1036,52
tucsonstandard--2021-05-10--Sandra Phillips Yaggy donates $35 to Mark Kelly's campaign committee in Q3 2020,,,,tucsonstandard,Sandra Phillips Yaggy donates $35 to Mark Kelly's campaign committee in Q3 2020,,,0,"Article is purely factual, reporting a specific donation amount from FEC records with neutral language and providing context about FEC regulations without editorial framing or perspective.",925,52
socalrecord--2021-05-10--FOX ROTHSCHILD LLP: Heidy Vaquerano Appointed to Southwestern Law School Board of Trustees,,,,socalrecord,FOX ROTHSCHILD LLP: Heidy Vaquerano Appointed to Southwestern Law School Board of Trustees,,,0,"Article is purely factual, presenting a straightforward announcement of an appointment with relevant professional credentials and a direct quote from the appointee, without editorial commentary or bias.",1069,53
nealabamanews--2021-05-11--35 people die from diabetes mellitus in Alabama during week ending Feb. 20,,,,nealabamanews,35 people die from diabetes mellitus in Alabama during week ending Feb. 20,,,0,"Article presents factual statistics from CDC with neutral language, includes relevant context about underreporting and vulnerability factors, and avoids editorial framing or selective emphasis.",1050,52
"southbaysdnews--2021-05-11--Inventories in turbines, generators and other power transmission equipment industry climb 0.4 percen",,,,southbaysdnews,"Inventories in turbines, generators and other power transmission equipment industry climb 0.4 percent in February",,,0,"Article presents factual economic data from the U.S. Census Bureau with neutral language, no editorial framing, and objective explanation of methodology and data collection without advocacy for any position.",1048,57
"sloreporter--2021-05-10--1,933 people in their twenties in US test positive for COVID-19 during week ending March 5",,,,sloreporter,"1,933 people in their twenties in US test positive for COVID-19 during week ending March 5",,,0,"Article presents factual data from CDC with neutral language, includes relevant context from medical organizations without editorial framing or bias, and makes no claims beyond what the statistics support.",980,54
northbirminghamtimes--2021-05-10--U.S. health care construction spending up 3.79% from May to June 2020,,,,northbirminghamtimes,U.S. health care construction spending up 3.79% from May to June 2020,,,0,"The article is purely factual, presenting Census Bureau data with neutral language, explaining methodology transparently, and containing no editorial framing, charged words, or selective emphasis of perspectives.",974,56
"eastsandiegonews--2021-05-10--34,560 people in their forties in US test positive for COVID-19 during April",,,,eastsandiegonews,"34,560 people in their forties in US test positive for COVID-19 during April",,,0,"Article presents factual COVID-19 statistics from CDC and other official sources with no editorial commentary, charged language, or selective framing favoring any particular perspective.",998,53
jeffersonreporter--2021-05-10--Alabama collected 25.8% more in documentarty and stock transfer taxes in 2020,,,,jeffersonreporter,Alabama collected 25.8% more in documentarty and stock transfer taxes in 2020,,,0,"Article presents factual data from official Census Bureau sources with specific figures and year-over-year comparisons, no charged language, editorial framing, or selective omission of counterarguments.",985,59
"azbusinessdaily--2021-04-15--1,404 people in their thirties in US test positive for COVID-19 during week ending February 7",,,,azbusinessdaily,"1,404 people in their thirties in US test positive for COVID-19 during week ending February 7",,,0,"The article presents factual COVID-19 statistics from official sources (CDC, AAP, Children's Hospital Association, Mayo Clinic) with no editorial framing, charged language, or bias toward any perspective.",982,63
"sevalleytimes--2021-05-11--Inventories in turbines, generators and other power transmission equipment industry climb 0.4 percen",,,,sevalleytimes,"Inventories in turbines, generators and other power transmission equipment industry climb 0.4 percent in February",,,0,"Article presents factual economic data from the U.S. Census Bureau with neutral language, provides context about data collection methodology, and contains no editorial commentary or selective framing.",1047,55
southbaysdnews--2021-05-10--Inventories in material handling equipment manufacturing industry climb 0.6 percent in January,,,,southbaysdnews,Inventories in material handling equipment manufacturing industry climb 0.6 percent in January,,,0,"Article presents factual Census Bureau data with neutral language, objective framing, no editorial voice, and explanatory context about methodology without favoring any perspective.",1038,51
pomonavalleynews--2021-05-11--California collected 5.1% more in general sales and gross receipts taxes in 2020,,,,pomonavalleynews,California collected 5.1% more in general sales and gross receipts taxes in 2020,,,0,"The article presents purely factual information from the U.S. Census Bureau with specific tax figures, year-over-year comparisons, and methodological transparency, using objective language throughout with no editorial framing or selective emphasis.",989,66
"shoalstoday--2021-05-10--1,933 people in their twenties in US test positive for COVID-19 during week ending March 5",,,,shoalstoday,"1,933 people in their twenties in US test positive for COVID-19 during week ending March 5",,,0,"Article presents factual statistics from CDC with neutral language, includes relevant context from medical organizations without editorial framing or selective emphasis, and contains no charged language or interpretive bias.",981,55
"sgvstandard--2021-05-11--Approximately 236,000 homes sold in the West in January 2021",,,,sgvstandard,"Approximately 236,000 homes sold in the West in January 2021",,,0,"Article presents factual statistical data from official government sources with neutral language, no editorial framing, and objective reporting of economic figures without advocacy or selective emphasis.",946,51
verdugosnews--2021-05-10--New manufacturing orders for consumer goods fell 0.6% in October 2020,,,,verdugosnews,New manufacturing orders for consumer goods fell 0.6% in October 2020,,,0,"Article presents factual data from Census Bureau reports with objective language, explains methodology clearly, and avoids editorial framing or selective emphasis of any particular perspective.",1038,51
fayettevillestandard--2021-05-10--Shipments of apparel fall 2 percent in November 2019,,,,fayettevillestandard,Shipments of apparel fall 2 percent in November 2019,,,0,"Article presents factual data from Census Bureau with neutral language, explains methodology transparently, and contains no editorial framing or selective emphasis favoring any perspective.",1039,51
northpimanews--2021-05-10--Total construction spending up 2.2% from September 2019 to September 2020,,,,northpimanews,Total construction spending up 2.2% from September 2019 to September 2020,,,0,"Article presents factual statistical data from the U.S. Census Bureau with objective language, clear definitions of what is included/excluded, and neutral explanation of methodology without editorial commentary or selective framing.",995,60
sacramentostandard--2021-05-10--Inventories in photographic equipment manufacturing industry climb 0.7 percent in February,,,,sacramentostandard,Inventories in photographic equipment manufacturing industry climb 0.7 percent in February,,,0,"Article is purely factual, reporting Census Bureau statistics on photographic equipment manufacturing inventories with neutral language, objective presentation of data, and contextual explanation of data collection methodology without editorial framing or selective emphasis.",1038,62
eastsbvtimes--2021-05-10--439 people in their seventies in US test positive for COVID-19 during week ending March 5,,,,eastsbvtimes,439 people in their seventies in US test positive for COVID-19 during week ending March 5,,,0,"The article presents factual statistics from CDC and medical organizations with neutral language, no editorial framing, and straightforward reporting of data without selective emphasis or charged terminology.",980,53
lowedeltanews--2021-05-10--213 seniors over 79 who were in US test positive for COVID-19 during week ending March 5,,,,lowedeltanews,213 seniors over 79 who were in US test positive for COVID-19 during week ending March 5,,,0,"Article presents factual statistics from authoritative sources (CDC, Mayo Clinic, American Academy of Pediatrics) with neutral language, no editorial framing, and straightforward reporting of data without advocacy or selective emphasis.",983,64
imperialcanews--2021-05-10--Inventories in material handling equipment manufacturing industry climb 0.6 percent in January,,,,imperialcanews,Inventories in material handling equipment manufacturing industry climb 0.6 percent in January,,,0,"Article presents factual economic data from the U.S. Census Bureau with neutral language, no editorializing, and explains the methodology and context of the statistics without favoring any perspective.",1036,58
nwalabamanews--2021-05-11--906 youth between the age of 10-19 in US test positive for COVID-19 during week ending March 6,,,,nwalabamanews,906 youth between the age of 10-19 in US test positive for COVID-19 during week ending March 6,,,0,"The article presents factual information from authoritative sources (CDC, AAP, Children's Hospital Association, Mayo Clinic) with objective language, no editorial framing, and no detectable bias in word choice or emphasis.",971,65
southsfvtoday--2021-05-11--Inventories in computer storage device manufacturing industry climb 4.2 percent in January,,,,southsfvtoday,Inventories in computer storage device manufacturing industry climb 4.2 percent in January,,,0,"The article is purely factual, presenting Census Bureau data with objective language, explaining methodology transparently, and avoiding editorial commentary or selective framing.",1037,49
"swalaskanews--2021-05-10--1,933 people in their twenties in US test positive for COVID-19 during week ending March 5",,,,swalaskanews,"1,933 people in their twenties in US test positive for COVID-19 during week ending March 5",,,0,"Article presents factual data from CDC with objective language, includes relevant context from medical organizations about COVID-19 in younger populations, and contains no editorializing or selective framing.",982,57
northcoastcanews--2021-05-10--Shipments of leather and allied products fall 3.1 percent in November 2019,,,,northcoastcanews,Shipments of leather and allied products fall 3.1 percent in November 2019,,,0,"Article is purely factual, presenting Census Bureau data with neutral language, objective framing, and no editorial commentary or selective emphasis favoring any perspective.",1044,50
arbusinessdaily--2021-05-10--Inventories in heavy duty truck manufacturing industry climb 4.5 percent in February,,,,arbusinessdaily,Inventories in heavy duty truck manufacturing industry climb 4.5 percent in February,,,0,"Article presents factual data from the U.S. Census Bureau with neutral language, explains the methodology clearly, and contains no editorial framing, loaded terminology, or bias toward any perspective.",1036,58
hotspringstimes--2021-05-10--Michael P. Hickman donates $500 to Bruce Westerman's campaign committee in Q3 2020,,,,hotspringstimes,Michael P. Hickman donates $500 to Bruce Westerman's campaign committee in Q3 2020,,,0,"Article is purely factual, reporting a specific donation amount sourced from the FEC with neutral language and basic regulatory context, containing no editorial framing or bias.",933,53
laxleader--2021-05-10--Graduation rate of English learning students at L.A. County High School for the Arts increased over ,,,,laxleader,Graduation rate of English learning students at L.A. County High School for the Arts increased over previous school year,,,2,"The article presents factual data but exhibits subtle bias through selective framing: it highlights an increase in English learner graduation rates without providing the actual new rate or context, mentions 'disproportional academic performance' without explaining disparities, and relies heavily on one researcher's quote about inequities without counterbalancing perspectives or direct evidence from the school itself.",1029,93
sgvstandard--2021-05-11--Health care construction spending up 4.2% from September 2019 to September 2020,,,,sgvstandard,Health care construction spending up 4.2% from September 2019 to September 2020,,,0,"Article presents factual statistical data with neutral language, clear sourcing from U.S. Census Bureau, and transparent methodology explanation without editorial framing or selective emphasis.",994,53
northsgvnews--2021-05-11--236 people die in California from diabetes mellitus in week ending February 13,,,,northsgvnews,236 people die in California from diabetes mellitus in week ending February 13,,,0,"Article is purely factual, presenting CDC statistics on death causes with neutral language, attributing claims to credible sources (CDC, National Institute on Aging, Bright Focus Foundation), and making no editorial judgments or selective framing of the data.",1047,71
jeffersonreporter--2021-05-10--Paul Greenfield donates $200 to Doug Jones' campaign committee in Q3 2020,,,,jeffersonreporter,Paul Greenfield donates $200 to Doug Jones' campaign committee in Q3 2020,,,0,"Article is purely factual, reporting specific donation data from FEC records with neutral language and no editorial framing or bias.",921,45
northoctimes--2021-05-10--213 seniors over 79 who were in US test positive for COVID-19 during week ending March 5,,,,northoctimes,213 seniors over 79 who were in US test positive for COVID-19 during week ending March 5,,,0,"Article presents factual statistics from official sources (CDC, AAP, Children's Hospital Association, Mayo Clinic) with objective language, no editorial framing, and neutral reporting of data without advocacy or selective emphasis.",981,63
solanosun--2021-05-10--51 deaths after taking the COVID-19 vaccine were 65 years old,,,,solanosun,51 deaths after taking the COVID-19 vaccine were 65 years old,,,5,"Article employs extreme bias with misleading causation ('51 deaths after taking'), unsubstantiated claims presented as fact, and gives unchallenged platform to discredited fringe claims (vaccines as 'gene therapy' producing 'toxins'), while omitting crucial context about correlation vs. causation, regulatory oversight, and scientific consensus.",1025,93
"southoctimes--2021-05-10--Approximately 923,000 homes sold in the United States in January 2021",,,,southoctimes,"Approximately 923,000 homes sold in the United States in January 2021",,,0,"Article presents factual data from official government sources (Census Bureau and HUD) with objective language, no editorial framing, and explains the purpose and utility of the statistics without advocacy or selective emphasis.",958,60
nesacramentonews--2021-05-10--Inventories in material handling equipment manufacturing industry climb 0.6 percent in January,,,,nesacramentonews,Inventories in material handling equipment manufacturing industry climb 0.6 percent in January,,,0,"Article presents factual statistical data from the U.S. Census Bureau with neutral language, no editorial framing, and objective explanation of methodology and data collection procedures.",1038,53
mercedtimes--2021-05-10--Inventories in metalworking machinery manufacturing industry climb 1 percent in January,,,,mercedtimes,Inventories in metalworking machinery manufacturing industry climb 1 percent in January,,,0,"The article is purely factual, presenting Census Bureau data on metalworking machinery inventory increases with neutral language, no editorial framing, and descriptive context about data collection methodology without advocacy or selective emphasis.",1032,61
wiregrasstimes--2021-05-10--34 people at the age of 63 die after taking the COVID-19 vaccine across the US,,,,wiregrasstimes,34 people at the age of 63 die after taking the COVID-19 vaccine across the US,,,5,"Article fabricates false statistics, misrepresents vaccine function through unqualified fringe claims, omits all contradictory medical evidence, uses inflammatory language ('toxin,' 'pathogen'), and presents debunked conspiracy theories as fact without any journalistic balance or correction.",1030,78
pinaltoday--2021-05-10--34 people at the age of 63 die after taking the COVID-19 vaccine across the US,,,,pinaltoday,34 people at the age of 63 die after taking the COVID-19 vaccine across the US,,,5,"Article contains multiple fabricated claims (false death statistics presented without verification), misleading framing (conflating correlation with causation), misrepresentation of vaccine science (false characterization as gene therapy), and inflammatory language designed to promote vaccine distrust without factual basis.",1030,75
"eastarizonanews--2021-05-10--1,548 people in their forties in US test positive for COVID-19 during week ending March 5",,,,eastarizonanews,"1,548 people in their forties in US test positive for COVID-19 during week ending March 5",,,0,"Article presents factual data from CDC with neutral language, includes relevant context from health organizations (AAP, Children's Hospital Association, Mayo Clinic), and contains no editorial framing, charged language, or selective omission of information.",982,67
"searizonanews--2021-05-10--1,548 people in their forties in US test positive for COVID-19 during week ending March 5",,,,searizonanews,"1,548 people in their forties in US test positive for COVID-19 during week ending March 5",,,0,"Article presents factual statistics from CDC with no editorial framing, charged language, or selective presentation of viewpoints; straightforward reporting of data with neutral sourcing.",982,53
"arbusinessdaily--2021-05-10--Census Bureau reports Eureka Springs city population was 1,991 in 2019",,,,arbusinessdaily,"Census Bureau reports Eureka Springs city population was 1,991 in 2019",,,0,"Article presents factual census data with objective language, provides context about the Census Bureau's role, and contains no editorial framing or selective presentation of information.",959,51
searizonanews--2021-05-10--U.S. multi-family homes under construction in March increase over previous month,,,,searizonanews,U.S. multi-family homes under construction in March increase over previous month,,,0,"Article is purely factual, reporting only statistical data from official government sources with no editorial framing, charged language, or selective emphasis of any perspective.",943,50
coconinonews--2021-05-10--Stations with the cheapest regular gas in Page for the week of April 26-May 2,,,,coconinonews,Stations with the cheapest regular gas in Page for the week of April 26-May 2,,,0,"Article is purely factual reporting of gas price data from a specific source (GasBuddy.com) with a neutral disclaimer about price fluctuations; no editorial framing, charged language, or bias toward any perspective.",903,67
swarkansastimes--2021-05-10--Total construction spending up 2.2% from September 2019 to September 2020,,,,swarkansastimes,Total construction spending up 2.2% from September 2019 to September 2020,,,0,"Article presents factual data from U.S. Census Bureau with neutral language, clear methodology explanation, and no editorial framing or selective emphasis favoring any perspective.",996,53
southalamedanews--2021-05-10--Shipments of apparel fall 2 percent in November 2019,,,,southalamedanews,Shipments of apparel fall 2 percent in November 2019,,,0,"Article is purely factual, presenting Census Bureau data on apparel shipments with objective language, no editorial framing, and straightforward reporting of economic statistics without charged language or selective emphasis.",1036,58
bentontimes--2021-05-10--Deaths after taking the COVID-19 vaccine total 2602 with 31 of them being 64 years old,,,,bentontimes,Deaths after taking the COVID-19 vaccine total 2602 with 31 of them being 64 years old,,,5,"Article fabricates causation ('deaths after taking the vaccine'), misrepresents VAERS data as proven deaths, presents debunked claims (vaccines as 'gene therapy' and 'toxins') without fact-checking, and omits critical context that correlation in VAERS does not equal causation—constituting health disinformation.",1032,92
"sanfransun--2021-05-10--Presidio Bank in San Francisco rated as ""outstanding"" by feds",,,,sanfransun,"Presidio Bank in San Francisco rated as ""outstanding"" by feds",,,0,"Article is purely factual and neutral, presenting only the regulatory rating result and explaining the CRA evaluation framework without editorial language, subjective framing, or promotional language beyond the initial factual statement.",1092,60
fortsmithtimes--2021-05-11--Stations with the cheapest diesel gas in Ozark for the week of April 26-May 2,,,,fortsmithtimes,Stations with the cheapest diesel gas in Ozark for the week of April 26-May 2,,,0,"Article is purely factual reporting of gas price data from GasBuddy.com with no editorial framing, charged language, or bias toward any perspective.",932,53
fresnoleader--2021-05-10--U.S. multi-family homes under construction in March increase over previous month,,,,fresnoleader,U.S. multi-family homes under construction in March increase over previous month,,,0,"Article presents purely factual information with neutral language, citing specific data sources (Census Bureau, HUD) and explaining their purpose without editorial framing or selective emphasis.",942,53
arbusinessdaily--2021-05-10--11 people die from kidney disease in Arkansas during week ending Feb. 20,,,,arbusinessdaily,11 people die from kidney disease in Arkansas during week ending Feb. 20,,,0,"The article presents factual statistics from the CDC with no charged language, editorial framing, or selective omission of counterarguments; it includes context about underreporting and vulnerability factors without advocacy for any particular position.",1054,64
northlittlerocktimes--2021-05-10--11 people die from kidney disease in Arkansas during week ending Feb. 20,,,,northlittlerocktimes,11 people die from kidney disease in Arkansas during week ending Feb. 20,,,0,"The article presents factual statistics from the CDC with neutral language, provides relevant context about kidney disease mortality rates, includes supporting information from credible sources (CDC, National Institute on Aging, Bright Focus Foundation), and contains no loaded language or editorial framing favoring any perspective.",1057,77
"northoctimes--2021-05-10--Approximately 846,000 homes sold in the United States in February 2021",,,,northoctimes,"Approximately 846,000 homes sold in the United States in February 2021",,,0,"Article presents factual statistics from official government sources with neutral language, no editorial framing, and objective description of data collection methods and uses.",958,48
wiregrasstimes--2021-05-10--Shipments of paper products climb 0.1 percent in November 2019,,,,wiregrasstimes,Shipments of paper products climb 0.1 percent in November 2019,,,0,"Article presents factual data from Census Bureau with neutral language, provides context about data collection methodology, and contains no editorial framing or loaded language.",1041,49
ncarkansasnews--2021-05-10--Deaths after taking the COVID-19 vaccine total 2602 with 31 of them being 64 years old,,,,ncarkansasnews,Deaths after taking the COVID-19 vaccine total 2602 with 31 of them being 64 years old,,,4,"Strong bias through misleading framing: conflates temporal correlation with causation ('deaths after taking'), cites a non-regulatory source (National Vaccine Information Center) as primary authority, and prominently features a disputed expert claim that vaccines are 'gene therapy' and 'toxins' without presenting medical consensus or fact-checking, while omitting context that reported deaths don't establish causation.",1035,108
searizonanews--2021-05-10--One funeral director license set to expire in zip code 85546 during Q3 2021,,,,searizonanews,One funeral director license set to expire in zip code 85546 during Q3 2021,,,0,"Article is purely factual, presenting specific regulatory information (license expiration) and supporting context via objective statistics from established sources (State of Arizona, U.S. Small Business Administration, Civic Economics) with no editorializing, charged language, or advocacy.",933,73
gadsdentoday--2021-05-10--Alabama deaths did not exceed death expectancy during week ending March 27,,,,gadsdentoday,Alabama deaths did not exceed death expectancy during week ending March 27,,,0,"Article presents factual information about Alabama death statistics with objective language, defines key terms clearly, cites authoritative sources (CDC, UCSF study), and includes relevant expert perspective without editorial commentary or framing that favors one viewpoint.",1018,70
northsfvtoday--2021-05-10--112 people die from influenza and pneumonia in California during week ending Feb. 20,,,,northsfvtoday,112 people die from influenza and pneumonia in California during week ending Feb. 20,,,0,"Article presents factual CDC data with neutral language, includes contextual information from authoritative sources (National Institute on Aging, Bright Focus Foundation), and avoids editorial framing or selective emphasis favoring any particular perspective.",1056,65
jeffersonreporter--2021-05-10--Alabama deaths did not exceed death expectancy during week ending March 27,,,,jeffersonreporter,Alabama deaths did not exceed death expectancy during week ending March 27,,,0,"Article presents factual information about CDC data, defines excess deaths objectively, cites a research study with proper attribution, and includes a relevant expert quote without editorial commentary or charged language.",1017,57
antelopevalleytoday--2021-05-10--U.S. used car dealers report $11.8 billion in sales for June,,,,antelopevalleytoday,U.S. used car dealers report $11.8 billion in sales for June,,,0,"Article is purely factual, reporting Census Bureau data on used car sales with objective language, no editorial framing, no charged words, and clear sourcing of the statistical information.",971,56
solanosun--2021-05-10--U.S. multi-family homes under construction in March increase over previous month,,,,solanosun,U.S. multi-family homes under construction in March increase over previous month,,,0,"Article is purely factual, presenting only statistical data from official government sources with neutral language and no editorial framing or commentary.",942,45
akbusinessdaily--2021-05-10--John Garner donates $500 to Alyse Galvin's campaign committee in Q3 2020,,,,akbusinessdaily,John Garner donates $500 to Alyse Galvin's campaign committee in Q3 2020,,,0,"Article is purely factual, reporting only on a campaign donation with FEC data and regulatory context, containing no editorial voice, charged language, or perspective favoring either side.",942,55
solanosun--2021-05-10--Inventories in photographic equipment manufacturing industry climb 0.7 percent in February,,,,solanosun,Inventories in photographic equipment manufacturing industry climb 0.7 percent in February,,,0,"Article is purely factual, reporting specific Census Bureau statistics with no editorial framing, charged language, or selective omission of context.",1036,47
yellowhammertimes--2021-03-21--Wedowee had 1 new business register during week ending February 21,,,,yellowhammertimes,Wedowee had 1 new business register during week ending February 21,,,0,"Article is purely factual, presenting only objective data about business registration with supporting statistics from credible sources (Alabama Secretary of State, U.S. Small Business Administration, Civic Economics) without editorial commentary or selective framing.",927,66
"eastalamedanews--2021-05-11--Merced sees 68,300 nonfarm payroll employees in March",,,,eastalamedanews,"Merced sees 68,300 nonfarm payroll employees in March",,,0,"The article is purely factual, presenting employment statistics from the U.S. Bureau of Labor Statistics with no editorial framing, charged language, or selective omission of perspectives.",948,56
searizonanews--2021-05-11--One occupational therapy assistant license set to expire in zip code 85546 during Q3 2021,,,,searizonanews,One occupational therapy assistant license set to expire in zip code 85546 during Q3 2021,,,0,"The article is purely factual, reporting specific licensing data from Arizona state records and supporting context through cited statistics from the U.S. Small Business Administration and Civic Economics, with no detectable editorial bias or opinion.",937,64
yavapainews--2021-05-10--Inventories in photographic equipment manufacturing industry climb 0.7 percent in February,,,,yavapainews,Inventories in photographic equipment manufacturing industry climb 0.7 percent in February,,,0,"Article is purely factual, reporting Census Bureau statistics with neutral language, no editorial framing, and objective explanation of data collection methodology without any charged or selective language.",1037,53
"sanjoaquintimes--2021-05-10--Inventories in turbines, generators and other power transmission equipment industry fall 0.6 percent",,,,sanjoaquintimes,"Inventories in turbines, generators and other power transmission equipment industry fall 0.6 percent in January",,,0,"Article is purely factual reporting of Census Bureau data with neutral language, no editorial framing, and objective explanation of methodology and sources.",1043,47
"swalaskanews--2021-05-10--1,775 people in their thirties in US test positive for COVID-19 during week ending March 5",,,,swalaskanews,"1,775 people in their thirties in US test positive for COVID-19 during week ending March 5",,,0,"Article presents factual data from CDC with neutral language, includes relevant context from health organizations, and contains no detectable editorial bias or selective framing.",982,50
sfvtoday--2021-05-10--Inventories in nondefense aircraft and parts industry fall 0.5 percent in February,,,,sfvtoday,Inventories in nondefense aircraft and parts industry fall 0.5 percent in February,,,0,"Article is purely factual, presenting Census Bureau statistics on inventory data with neutral language, no editorial framing, and factual explanations of methodology without favoring any perspective.",1040,55
pulaskitimes--2021-05-11--Arkansas ranks 29th in the U.S. for the most motor fuels sales tax paid in 2020,,,,pulaskitimes,Arkansas ranks 29th in the U.S. for the most motor fuels sales tax paid in 2020,,,0,"Article is purely factual, presenting statistical data from the U.S. Census Bureau with neutral language, appropriate caveats about classification differences, and no editorial framing or selective emphasis.",971,58
centralalamedanews--2021-05-10--Furniture and home furnishings wholesalers report $12.1 billion in November inventories,,,,centralalamedanews,Furniture and home furnishings wholesalers report $12.1 billion in November inventories,,,0,"Article is purely factual, presenting Census Bureau data with neutral language, methodological transparency about seasonal adjustments, and explanation of the survey's purpose without editorial framing or advocacy.",971,56
northsgvnews--2021-05-10--Mining industry Q3 net sales down 33.1%,,,,northsgvnews,Mining industry Q3 net sales down 33.1%,,,0,"Article is purely factual, presenting Census Bureau data with clear definitions of terms, methodology explanation, and no editorial framing or charged language.",964,48
"mohavetoday--2021-05-10--Yuma sees 59,100 nonfarm payroll employees in March",,,,mohavetoday,"Yuma sees 59,100 nonfarm payroll employees in March",,,0,"Article presents factual employment statistics from the U.S. Bureau of Labor Statistics with no editorial framing, charged language, or selective presentation of perspectives.",945,51
nwlatimes--2021-05-10--Flu testing decreases by 15.4% during week ending April 17,,,,nwlatimes,Flu testing decreases by 15.4% during week ending April 17,,,0,"Article presents factual data from the CDC with specific numbers, comparisons across time periods, and contextual information about baseline expectations, without editorializing or favoring any particular perspective.",1040,57
mohavetoday--2021-05-10--Furniture and home furnishings wholesalers report $12.1 billion in November inventories,,,,mohavetoday,Furniture and home furnishings wholesalers report $12.1 billion in November inventories,,,0,"Article is purely factual, reporting Census Bureau data with no editorial framing, charged language, or selective presentation of perspectives.",970,45
reddingtoday--2021-05-10--California ranked 39th in home vacancy rate in 2020,,,,reddingtoday,California ranked 39th in home vacancy rate in 2020,,,0,"Article presents factual statistics from U.S. Census Bureau with neutral language, clear definitions, and no editorial framing or selective presentation of information.",976,50
"interioralaskanews--2021-05-10--U.S. automotive parts, accessories and tire stores report $9.1 billion in sales for June",,,,interioralaskanews,"U.S. automotive parts, accessories and tire stores report $9.1 billion in sales for June",,,0,"Article is purely factual, reporting Census Bureau data with no editorial framing, charged language, or selective emphasis of competing perspectives.",977,46
nwalabamanews--2021-05-11--Stations with the cheapest regular gas in Red Bay for the week of April 26-May 2,,,,nwalabamanews,Stations with the cheapest regular gas in Red Bay for the week of April 26-May 2,,,0,"Article is purely factual, reporting specific gas price data from GasBuddy.com with appropriate caveats about price fluctuations; contains no editorial voice, bias, or selective framing.",910,62
tuscaloosaleader--2021-05-10--Shipments of paper products climb 0.1 percent in November 2019,,,,tuscaloosaleader,Shipments of paper products climb 0.1 percent in November 2019,,,0,"Article is purely factual, reporting Census Bureau statistics on paper product shipments with neutral language, no editorial framing, and explanatory context about data collection methods.",1042,53
"southalamedanews--2021-05-10--1,548 people in their forties in US test positive for COVID-19 during week ending March 5",,,,southalamedanews,"1,548 people in their forties in US test positive for COVID-19 during week ending March 5",,,0,"Article presents factual statistics from authoritative sources (CDC, AAP, Children's Hospital Association, Mayo Clinic) with objective language, no editorial framing, and no detectable bias or advocacy.",982,61
nevalleytimes--2021-05-11--56 people die in Arizona from Alzheimer's disease in week ending February 13,,,,nevalleytimes,56 people die in Arizona from Alzheimer's disease in week ending February 13,,,0,"Article presents factual health statistics from CDC with neutral language, includes relevant context about reporting practices and vulnerability factors, and makes no editorial judgments or selective framing of the data.",1053,56
sanjosestandard--2021-05-10--VA reports increase in number of appointments at VA Palo Alto HCS health facility in Fremont in Octo,,,,sanjosestandard,VA reports increase in number of appointments at VA Palo Alto HCS health facility in Fremont in October 2020,,,0,"Article presents factual data from VA and government sources, includes contrasting perspectives from JAMA study and GAO report with specific findings, uses neutral language, and provides context about VA priority groups without editorial commentary or advocacy.",1145,65
nesacramentonews--2021-05-10--Shipments of leather and allied products fall 3.1 percent in November 2019,,,,nesacramentonews,Shipments of leather and allied products fall 3.1 percent in November 2019,,,0,"Article is purely factual, presenting Census Bureau statistics with neutral language, no editorial framing, and objective reporting of economic data without advocacy or selective emphasis.",1045,51
auburntimes--2021-05-10--Alabama ranks 19th in the U.S. for the most motor fuels sales tax paid in 2020,,,,auburntimes,Alabama ranks 19th in the U.S. for the most motor fuels sales tax paid in 2020,,,0,"Article presents factual information with neutral language, cites authoritative source (U.S. Census Bureau), includes appropriate caveats about classification differences, and contains no editorial framing or selective presentation of facts.",969,63
"solanosun--2021-05-10--1,080 people in their sixties in US test positive for COVID-19 during week ending March 5",,,,solanosun,"1,080 people in their sixties in US test positive for COVID-19 during week ending March 5",,,0,"Article presents factual statistics from official sources (CDC, AAP, Children's Hospital Association, Mayo Clinic) with no editorial framing, charged language, or selective omission of counterarguments.",983,61
