article_id,condition,prompt_id,run,source,title,school_type,state,bias_score,justification,hallucinate,input_tokens,output_tokens
2022-0328451,,,,thebl,Beijing prepares 4000-beds makeshift hospital for potential COVID outbreak,,,1,"Nearly neutral reporting with factual information about Beijing's COVID-19 preparations, though framing around 'potential outbreak' and reference to Shanghai as 'sign of the future' shows slight editorial slant; language is mostly objective despite some censorship artifacts in the text.",False,1304,90
2021-0177074,,,,investmentwatchblog,Texas Ends COVID Emergency Orders,,,4,"Strong bias with overt advocacy, charged language ('lockdown nightmare,' 'entire scam,' 'phony statistical mirage'), unsupported claims about PCR testing and CDC manipulation, and selective presentation of facts while dismissing opposing evidence as meaningless.",False,1589,88
2019-0515212,,,,therightscoop,"Despicable TROLL mocks Gov. Abbott's faith, and he DROPS some THEOLOGY on him!",,,4,"Strong bias with charged language ('despicable troll,' 'scummy,' 'they don't care about truth'), one-sided framing that mocks critics while presenting Abbott's response as definitively superior, selective omission of the actual criticism, and editorializing ('Amen,' 'Incredible') that explicitly advocates for Abbott's religious perspective.",False,1265,110
2018-0038426,,,,bearingarms,Middle School Student Suspended Over Drawings Depicting Guns Knives,,,2,The article presents a one-sided perspective favoring the student and parent while dismissing school safety concerns; selective framing emphasizes the father's defense and questions the suspension's appropriateness without adequately representing the school's security protocols or explaining the specific policy violated.,False,1677,88
2019-0241035,,,,globalresearch,European Elections - Read What You Want from These Statistics. Britain Cannot Decide on Brexit,,,3,"Moderate bias with selective framing: the article emphasizes Brexit Party's geographic dominance through maps while downplaying their actual vote share, juxtaposes petition signatures against Brexit Party votes to suggest media bias, and uses loaded language like 'rammed through' framing without presenting balanced counterarguments or alternative interpretations of the election results.",False,1708,106
2022-0928324,,,,breitbart,Report: McConnell Pushes Updated Version of 'Unconstitutional' Horse Racing Law in Spending Bill,,,2,"The article presents factual information about a real court ruling and legislative effort, but uses subtle framing choices like 'allegedly pushing' and 'purported purpose' that cast doubt, selectively emphasizes constitutional concerns without explaining the regulatory rationale or counterarguments for HISA, and ends abruptly suggesting incomplete reporting rather than balanced analysis.",False,1696,106
2017-0030922,,,,thegatewaypundit,One Day After Trump Pulls Out of Paris Climate Accord - Moscow Sees Snow in June,,,4,"Strong bias with misleading framing: uses charged language ('typical liberal fashion'), cherry-picks a single weather event to imply climate accord withdrawal is justified, omits scientific context that one snow event does not contradict climate trends, and presents an implied logical fallacy without evidence.",False,1145,91
2017-0070878,,,,infowars,"Video: MSNBC Worries Trump's Use Of The Word 'Sovereign' Is A ""Dog Whistle""",,,4,"Strong bias with charged language ('king of fake news,' 'unabashed globalists'), selective framing that dismisses opposing viewpoints as a 'panel of leftists,' and misleading characterization of analytical discussion as conspiratorial ('dog whistle').",True,1515,89
2020-0657234,,,,bearingarms,Trump Supporter Killed In Portland Over Weekend,,,3,"Moderate bias shown through selective framing, editorial commentary mixed with reporting, and emphasis on media bias narratives ('media has tended to ignore') while presenting one political perspective sympathetically and dismissing counterarguments.",False,1689,78
2021-0136979,,,,thepoliticalinsider,Robert De Niro's Ultra-Luxury Restaurants Took Millions In COVID-19 Relief Money,,,4,"Strong bias shown through selective framing, charged language ('wealthy anti-Trump actor' repeated twice, 'embattled'), and rhetorical questions designed to inflame rather than inform; combines legitimate PPP loan facts with editorializing that conflates legal relief program participation with wrongdoing, while omitting context that many businesses received similar funding.",False,1762,106
2020-0328554,,,,wnd,"Despite false accusations, Liberty U ends school year with no coronavirus cases",,,4,"Strong bias through selective framing, inflammatory language ('attacked repeatedly,' 'false accusations,' 'false narrative'), one-sided presentation emphasizing only Liberty's claims without independent verification, and delegitimization of media coverage as 'one-sided' while presenting the university president's statements as fact without scrutiny.",False,1558,99
2021-0497797,,,,thebl,Republicans demand release of secret report on Biden's 'open borders' immigration policies,,,4,"Strong bias evidenced by charged language ('liberal' repeated multiple times as pejorative, 'abuse executive authority'), selective framing that presents Republican claims as fact without verification, omission of DHS or Biden administration response, and characterization of media sharing as evidence of impropriety rather than normal reporting.",False,1609,97
2019-0000667,,,,dailystormer,"NEW Border Attack! ~150 Goblins Rush the Fence, Throw Rocks, Tear Gas is Back!",,,5,"Extreme bias with dehumanizing language ('goblins,' 'devil spawns,' 'brown children choking on tear gas' as celebration), inflammatory rhetoric, intentional misrepresentation of facts, racist slurs, and inflammatory framing designed to incite rather than inform.",True,1745,95
2022-0642902,,,,bearingarms,"Armed citizens, mass shootings, and ""science""",,,4,"Strong bias with overt advocacy against gun control research; uses charged language ('fiddled with the books,' 'perverted,' 'damaged people'), cherry-picks one critique to dismiss an entire field of research, and presents one researcher's opinion as definitive truth while dismissing opposing studies without substantive engagement.",False,1737,99
2020-0281893,,,,bigleaguepolitics,Pastor Sues Governor Coonman After Being Fined and Jailed for Holding Peaceful Church Service,,,4,"Strong bias evident in inflammatory language ('Coonman' racial slur in headline, 'criminalizes religious worship'), selective presentation of facts favoring the pastor while omitting context about COVID-19 public health rationale, and framing that presents only one perspective on the constitutional question.",False,1710,95
2021-0615930,,,,redstate,Gretchen Whitmer Could Face a Primary Challenge Next Year From a County Sheriff,,,4,"Strong bias evident through sarcastic framing ('with the wonderful job she has done so far, she is sure to be re-elected incredibly easily'), charged language ('made bigger potholes in all aspects of the state'), selective negative examples without counterargument, and transparent editorializing ('bourbon kicked in') that reveals the author's contempt rather than objective reporting of a potential primary challenge.",False,1734,115
2020-0231421,,,,breitbart,Eric Holder: Coronavirus 'An Opportunity' to Permanently Change America's Voting System,,,3,"Moderate bias shown through selective framing that emphasizes Holder's statements as admitting he 'saw coronavirus as an opportunity' while omitting context about election accessibility concerns, presenting his position as potentially self-serving, and using charged language like 'admitted' rather than neutral reporting; counterarguments about voting security are mentioned but dismissed rather than substantively addressed.",False,1289,109
2018-0113010,,,,palmerreport,The dead giveaway that Michael Cohen is working on a plea deal against Donald Trump,,,3,"Moderate bias: The article employs speculative reasoning presented as investigative analysis, makes unverified claims about federal prosecutor tactics and Cohen's private communications, selectively emphasizes certain narratives while omitting counterarguments, and uses loaded framing ('dead giveaway,' 'speaks volumes') to guide reader conclusions about ongoing legal proceedings without presenting supporting evidence or opposing perspectives.",False,1536,112
2020-0901023,,,,globalresearch,Declassify America's Dirty Secrets in Syria to Stop a Biden War,,,4,"Strong bias with charged language ('incorrigible,' 'con artists,' 'blathered'), selective cherry-picking of quotes to portray media and officials negatively, unsubstantiated claims about 'CIA-backed terrorists' and missing context on Syrian conflict complexities, and advocacy framing that presents one interpretive narrative as fact while dismissing counterarguments.",False,1696,113
2019-0483636,,,,breitbart,"FNC's Napolitano Questions Trump's 'Fitness for Office' -- He Has 'Criminally Obstructed,' Disparaged Constitution",,,3,"Moderate bias with selective framing: the article presents Napolitano's critical commentary about Trump without counterargument or Trump's perspective, uses charged language ('criminally obstructed,' 'escaped prosecution'), and relies entirely on one viewpoint while omitting any defense or alternative interpretation of the actions described.",False,1686,98
2020-0684174,,,,breitbart,"'Top Chef' Star Padma Lakshmi, an Outspoken Biden Critic, Hosts 'Friends of Kamala' Fundraiser",,,3,"Moderate bias: The article selectively emphasizes Lakshmi's past Biden criticism to frame her current Harris endorsement as contradictory or insincere, while presenting her criticisms prominently and her support secondarily, creating an editorial narrative that questions her motives rather than neutrally reporting the fundraiser event.",False,1610,100
2020-0056518,,,,bipartisanreport,Parnas Reveals Secret Ukraine Scheme Letter For Graham,,,3,"Moderate bias shown through charged language ('startling revelation,' 'corrupt self-interest,' 'shady business'), selective framing that emphasizes wrongdoing by Trump associates while omitting counterarguments or context, and reliance on a single source (Parnas's lawyer) without presenting alternative perspectives on the allegations.",False,1700,102
2020-0609438,,,,bipartisanreport,Dr. Fauci Breaks Silence On Mail Voting After Sabotage Of USPS,,,3,"Moderate bias shown through selective framing that favors mail-in voting and portrays Trump's opposition as self-serving ('setting himself up to not have to admit defeat'), while emphasizing Fauci's support for mail-in voting and omitting substantive counterarguments to concerns about USPS capacity and election administration.",False,1546,103
2020-0071059,,,,welovetrump,Liberal Canadian Prime Minister To License Media,,,4,"Strong bias with charged language ('dystopian', 'radical', 'dangerous'), selective framing that presents only one perspective, inflammatory comparisons to Orwell's 1984, unsubstantiated claims about Trudeau's actual policy positions, and omission of contextual details about what was actually proposed.",False,1331,101
2021-0411161,,,,djhj,BREAKING: Iran Officially Tied To Hamas Conflict With Israel By Intercepted 'Suicide Drone',,,4,"Strong bias with overt advocacy and misleading framing: inflammatory language ('Biden...toying,' 'Mullahs...receive massive funding by American taxpayers to help pay for terrorism'), selective editing with multiple copyright symbols obscuring content, unsubstantiated claims about Biden's intentions, and cherry-picked quotes mixed with editorial commentary designed to support an anti-Iran, anti-Biden narrative.",False,1694,117
2022-0406702,,,,bearingarms,Biden calls assault weapon ban the only rational option,,,4,"Strong bias with charged language ('outright fabrication,' 'nonsense,' 'ignoring reality'), selective presentation of Biden's statements without full context, one-sided advocacy for gun rights, and dismissive treatment of opposing viewpoints without fair representation.",True,1716,86
2021-0053024,,,,thebl,White male National Guardsmen are an 'insider threat' says Democrat Rep. Steve Cohen,,,3,"Moderate bias with selective framing: the article emphasizes Cohen's controversial claims while highlighting that he provided no evidence, uses loaded language like 'accused' and 'raised eyebrows,' omits context about Cohen's actual statements, and includes a tangential anecdote about him liking a social media post to further delegitimize him, creating a narrative of Democratic irresponsibility rather than balanced reporting.",False,1721,121
2020-0613358,,,,investmentwatchblog,WHEN AUTHORITY VANISHES: Chicago's leaders have surrendered to vandals.,,,4,"Strong bias with overt advocacy, charged language ('sacking,' 'hoodlums,' 'surrendered'), selective facts (dismissal rates without context), and one-sided framing that omits counterarguments or complexity regarding prosecutorial discretion, public safety priorities, or explanations from officials criticized.",False,1495,99
2020-0171058,,,,pamelagellerreport,Temple Mount Imam: 'We'll conquer the entire world and rule it through Islam',,,3,"The article shows moderate bias through selective framing and loaded language ('they never stop,' 'free rein to incite violence'), while presenting primarily one perspective with minimal counterargument. The headline and framing emphasize the inflammatory quote without balanced context, and the article relies heavily on one advocacy organization's characterization of events.",False,1536,101
2021-0857357,,,,climatedepot,Biden heads off to U.N. summit with climate agenda hanging in balance - Makes last-minute pitch for Build Back Better,,,2,"Subtle bias through selective framing and word choice: 'scrambled,' 'shaky ground,' 'empty-handed,' and 'defensive crouch' convey negative framing of Biden's position; the article emphasizes challenges and criticism while minimizing substantive discussion of climate policy details; multiple copyright redactions obscure full context of quotes.",False,1779,108
2021-0546530,,,,thebl,"Washington D.C. suspends Rudy Giuliani's law practice, but the case unlikely to be upheld",,,2,"Article contains subtle bias through selective framing and emphasis: describes courts' findings of 'false and misleading statements' as established fact while emphasizing Trump's defense and characterizing the suspension as 'unlikely to stand up,' creating an impression favorable to Giuliani despite presenting factual information about the disciplinary proceedings.",False,1687,99
2022-0129908,,,,investmentwatchblog,DC Mayor Baffles Residents By Lifting Mask Mandate for Only THESE People,,,3,"Moderate bias shown through sensationalized framing ('Baffles Residents'), selective emphasis on differential treatment ('for only THESE People'), and incomplete reporting that obscures key details while implying unfair policy-making without providing full context or counterarguments.",False,1108,89
2020-0539948,,,,newsbusters,LAME! Biden Sucks Up to Radical Joy Reid: I Was Thinking of You as VP!,,,4,"Strong bias evident through charged language ('sucks up,' 'softball interview,' 'basement safe space,' 'swarmy sycophancy'), selective framing that portrays Biden negatively, dismissive characterization of Reid as having 'hateful rhetoric,' and editorial voice throughout that advocates against Biden rather than reporting neutrally on the interview.",False,1747,107
2022-0485497,,,,trendingpolitics,VIDEO: Biden's Open Borders to Blame for Horrific Death of 46 Migrants Who Roasted to Death,,,4,"Strong bias with charged language ('roasted to death,' 'horrific,' 'Biden's deadly incompetence') and one-sided editorial framing that attributes the tragedy directly to Biden's immigration policies while omitting context about human smuggling networks, migrant desperation, and other contributing factors; presents political accusations as fact rather than opinion.",False,1722,105
2019-0589630,,,,palmerreport,Donald Trump just tipped off that he thinks New York State is moving in on him,,,3,"Moderate bias shown through selective framing (emphasizing Trump's tweet as 'surreal' and 'tipping off'), speculative interpretation presented as fact ('the subpoena gives away that the grand jury is targeting Trump'), and editorial language ('mistakenly thought,' 'let's just say') that guides readers toward a predetermined conclusion about Trump's motivations and legal jeopardy.",False,1434,117
2020-0801920,,,,redstate,Joe Biden's Higher Tax Dodge Is Being Assisted by the Media,,,4,"Strong bias with charged language ('higher tax dodge,' 'resort to semantics in order to sell a lie,' 'willfully avoiding'), selective presentation of facts favoring Trump's criticism, dismissal of Biden's position without balanced counterargument, and incomplete sourcing with multiple copyright blocks obscuring key claims.",False,1682,98
2019-0131143,,,,veteranstoday,Trump's Rothschild Bribe: Deutsche Bank Weighed Extending Trump Loans on Default Risk,,,4,"Strong bias through inflammatory headline ('Trump's Rothschild Bribe') that mischaracterizes the content, combined with selective framing that emphasizes reputational concerns as conspiratorial; the title invokes antisemitic tropes (Rothschild) unrelated to the article's actual reporting.",False,1357,99
2017-0080903,,,,newsbusters,Morning Joe Paints Trump as a Sociopathic Dictator After Puerto Rico Visit,,,4,"Strong bias with overt advocacy against Morning Joe hosts through selective editing examples, charged language ('shamelessly,' 'misrepresenting'), and one-sided framing that dismisses the hosts' perspective while presenting Trump's comments as reasonably contextualized without substantive counterargument.",False,1678,94
2021-0469441,,,,globalresearch,"Selected Articles: Does the PCR Test Affect the Pineal Gland? Humans and ""Transhumans."" Dr. Astrid Stuckelberger",,,5,"Article contains extreme bias with unfounded conspiratorial claims (PCR tests affecting pineal gland), dehumanizing characterizations of political figures (Bennett described as favoring 'ethnic cleansing'), unverifiable accusations of media corruption and scientific suppression, fabricated narrative connections between unrelated topics, and inflammatory language designed to promote distrust in institutions and public health measures.",True,1710,113
2020-0095790,,,,shareblue,Trump administration sending tactical units to detain immigrants in sanctuary cities,,,3,"Moderate bias shown through selective framing, charged language ('elite units,' 'tactical units,' 'militarism'), and emphasis on Trump's anti-immigrant rhetoric while downplaying the stated security rationale; multiple copyright redactions obscure full context, and the article omits counterarguments about enforcement necessity.",False,1537,100
2018-0101725,,,,newsbusters,Samantha Bee Still Doesnt Get It,,,4,"Strong bias through charged language ('geniuses' in scare quotes, 'blew it', 'Spoken like a true sexist'), selective framing that dismisses Bee's perspective, misrepresentation of her statements, and implicit threats ('Men have wives and daughters, and some might unfortunately find it an occasion for violence') combined with warning language ('Don't push us, Bee').",False,1370,119
2018-0080975,,,,alternet,Mad Magazines Clout May Have Faded But Its Ethos Matters More than Ever Before,,,1,"Nearly neutral article with subtle framing favoring Mad Magazine's cultural importance; uses phrases like 'unadulterated truth-telling' and 'less credulous generation' that slightly favor the magazine's legacy, but maintains generally balanced discussion of its historical impact and present relevance.",False,1659,92
2020-0556205,,,,welovetrump,"Jerry Nadler: Antifa Violence In Portland Is ""A Myth""",,,4,"Strong bias demonstrated through selective framing, charged language ('flat out denied,' 'must not watch the news'), and strategic omission of context; quotes Nadler's statement but presents DHS assessment as direct contradiction without acknowledging nuance or full context of the debate about protest characterization.",False,1400,94
2020-0635607,,,,breitbart,"Weapons, Fentanyl Seized at Immigration Checkpoint in California near Border",,,1,"Article is largely factual and reports on a specific Border Patrol seizure with verifiable details (Highway 86 checkpoint, August 20, specific quantities and weapon types), but uses slightly selective framing by emphasizing weapons and fentanyl seizure without broader context about checkpoint operations or frequency of such incidents.",False,1564,99
2019-0023008,,,,redstate,Let's Not Let One Billionaire Crony Decide What Fifty States Do About Online Gambling,,,3,"Moderate bias evident through selective framing (emphasizing federalism arguments for gambling while dismissing federal authority without balanced counterarguments), charged language ('one billionaire crony,' 'invaded'), and incomplete presentation of opposing views on federal regulation of online gambling.",False,1673,87
2018-0427263,,,,therightscoop,Oops The executive who CANCELED ROSEANNE has RESIGNED from ABC,,,4,"Strong bias through charged language ('bowed to the leftist mob,' 'morons'), editorializing in brackets ('YUP. That was a mistake,' 'Yeah, praised by morons'), selective framing that dismisses the seriousness of Barr's tweet as merely 'stupid,' and presents Dungey's resignation as comeuppance while omitting her actual accomplishments and the legitimate business reasons for the cancellation decision.",False,1475,128
2021-0233114,,,,thebl,Project Veritas wins big in court against The New York Times,,,4,"Strong bias with selective presentation of facts favoring Project Veritas; the article heavily emphasizes only the plaintiff's characterization of the court ruling while omitting the New York Times' defense arguments, perspectives, or any critical analysis of Project Veritas's investigative methods.",False,1566,90
2020-0811263,,,,investmentwatchblog,UK sees a worrying rise in inflation and record borrowing,,,3,"Moderate bias with selective framing, vague claims about Bank of England intentions (voting on negative rates, QE decisions), unsubstantiated assertions about 'establishment objectives' and conspiracy-like framing ('Nothing to see here, move along now'), and dismissive language toward official measures without balanced presentation of counterarguments.",False,1729,103
2021-0326859,,,,redstate,New Jersey Adds an Option: Drivers Can Now Be Licensed as Neither Male nor Female,,,3,"Moderate bias shown through selective framing, sarcastic tone (""Frank Sinatra's home state,"" ""ol' Blue Eyes""), and dismissive language (""genderlessness,"" ""giving up their maleness or femaleness"") that mocks the policy rather than presenting balanced perspectives; opposing views are minimally addressed while criticism is implied through word choice.",False,1706,114
2022-0518842,,,,sgtreport,Global Gold-Rigging Crime Syndicate Exposed By Long-time Insider,,,4,"Strong bias with charged language ('crime syndicate,' 'banksters,' 'criminal conspiracy'), inflammatory framing suggesting a vast coordinated global fraud, selective presentation of claims without corroboration, and dismissive characterization of opposing perspectives as 'political correctness,' combined with vague attribution to an unnamed insider source.",False,1457,100
2021-0835650,,,,pjmedia,"TIM BLAIR: Miserable Misinformation Malcolm.
Writing for the Guardian (of course), Turnbull is part...",,,3,"Moderate bias shown through selective framing (describing January 6 as an 'uprising' rather than 'riot' or 'attack'), charged language ('wound them up', 'mob'), and dismissive framing of Turnbull's Guardian article ('of course'), while the article is truncated and incomplete preventing full assessment of counterarguments.",False,1142,109
2022-0526505,,,,welovetrump,Was Former Japanese Prime Minister Shinzo Abe Assassinated for Resisting Communism and COVID Tyranny?,,,4,"Strong bias with misleading framing and cherry-picked facts: the article speculates that Abe was assassinated for resisting COVID measures and communism without evidence, uses charged language ('COVID tyranny'), selectively presents Abe's actual COVID policies while omitting context, and draws unfounded connections between unrelated events (Magufuli's death) to support a conspiratorial narrative.",False,1712,117
2017-0062617,,,,naturalnews,Florida citizens who abandoned their pets could face FELONY charges,,,2,"Subtle bias shown through selective framing and emphasis on pet abandonment as irresponsible while omitting context about emergency evacuation challenges, pet-friendly shelter capacity limitations, or nuance about impossible evacuation situations; word choices like 'gave up ownership' and 'absolutely no excuse' favor the critical perspective while counterarguments about emergency logistical constraints are absent.",False,1644,112
2019-0171601,,,,bipartisanreport,Trump To End Educational TV Program & His Reason Is Just Dumb,,,4,"Strong bias evident through charged language ('Just Dumb' in headline, 'notoriously dislike art', 'deflects from the truth', 'love war and conflict'), selective presentation of facts without counterarguments, and editorial assertions presented as fact rather than opinion.",False,1575,92
2020-0542839,,,,dailykos,Biden Surges in the Polls but Trump doubles down on the economy to stop him,,,3,"Moderate bias with selective framing and emphasis favoring Biden over Trump; the article cherry-picks unfavorable data about Trump's pandemic response while dismissing his potential economic messaging, omits substantive counterarguments, and uses loaded language like 'refusing' without full context.",False,1689,92
2020-0417181,,,,bipartisanreport,GOP Senate Committee Rebukes Trump's Demand Over Confederate Names,,,4,"Strong bias evident through charged language ('murderous racists,' 'cash-grab'), selective framing that dismisses Trump's position without substantive counterargument, inflammatory characterizations of Confederate legacy, and editorial commentary presented as fact rather than balanced reporting of the policy dispute.",False,1464,90
2022-0356989,,,,thegatewaypundit,BREAKING: Senator Rand Paul Stalls Uniparty Bill Giving $40 Billion in More Funding to Ukraine,,,4,"Strong bias with charged language ('uniparty,' 'ancient history,' 'strangely silent'), selective framing that portrays Paul's procedural objection as principled opposition while dismissing his amendment as obstructionist, sweeping generalizations about the left's position on war, and inflammatory conclusion equating support for Ukraine aid with corruption.",False,1479,107
2022-0278551,,,,newspunch,Top Doctor: COVID Is Being Spread in Tap Water,,,4,"Strong bias with overt advocacy for a fringe 'venom theory' lacking scientific consensus, cherry-picked references to studies, misleading claims about fact-checking patterns, and selective presentation of evidence while omitting mainstream scientific consensus that COVID-19 is a virus of zoonotic origin.",False,1744,95
2022-0513653,,,,crooksandliars,How Hot Is Too Hot For The Human Body?,,,1,"Nearly neutral article presenting climate science research on heat stress and human physiological limits with minimal bias; uses measured language discussing studies and laboratory findings, though framing of 'supercharged' heat waves and 'alarmed' scientists reflects slight editorial tone.",False,1667,86
2019-0064667,,,,crooksandliars,'Shameful': CNN's Brooke Baldwin Lays Into Trump,,,4,"Strong bias with charged language ('stupid Medieval Wall of Hate,' 'paid sycophants,' 'personal fluffers,' 'King of Folding') and overt advocacy against Trump; selective presentation of Brooke Baldwin's criticism without counterarguments or alternative perspectives on the shutdown negotiations.",False,1540,98
2020-0451444,,,,breitbart,Nolte: New York Times 1619 Project Author 'Honored' to Call These the '1619 Riots',,,4,"Strong bias with overt advocacy, charged language ('now-debunked' repeated multiple times, 'how far gone the left is,' 'truly dangerous'), selective facts, and misleading framing that attributes riots to Hannah-Jones while omitting her actual tweet context or her response.",False,1705,94
2017-0056326,,,,breitbart,Klukowski: Trump Restores Rule of Law by Keeping Campaign Promise to End DACA,,,3,"Moderate bias: The article presents a one-sided legal and policy argument against DACA without acknowledging substantial counterarguments, such as court rulings upholding DACA's legality or the Department of Justice's own legal analyses defending the program; uses framing like 'executive fiat' and 'only Congress can make immigration law' that presupposes conclusions rather than presenting them neutrally; omits the complexity of relevant court decisions and competing legal interpretations.",False,1666,134
2021-0487000,,,,occupydemocrats,"Shocking secret recording exposes GOP candidate discussing using foreign ""hit squad"" on opponent",,,2,"The article relies on a single POLITICO report and secret recording as its sole source, presents inflammatory characterizations of the candidate without substantive counterargument, and uses charged language like 'mob boss-style' in the lede, but does report on verifiable people, named source, and specific quotes that can be fact-checked.",False,1722,104
2021-0588349,,,,noqreport,Lincoln Project Lashes Out at Comcast for Rejecting Its Ad Blaming Fox News for Coronavirus Deaths,,,2,"The article presents The Lincoln Project's accusations against Comcast with minimal counterbalance; while it notes Comcast did not immediately respond, the framing emphasizes the group's claims of financial motivation and prioritizes their narrative over objective reporting of the ad rejection rationale.",False,1318,90
2021-0969072,,,,sgtreport,The Fragility of Freedom in the Free World,,,4,"Strong bias with overt advocacy, misleading framing, cherry-picked facts, and inflammatory language (e.g., 'dangerous vaccine,' 'life-threatening vaccines,' 'concentration camps,' 'discredited') that misrepresents vaccine safety data and selectively omits scientific consensus on vaccine efficacy.",False,1627,101
2021-0916618,,,,djhj,Whistleblower Releases Video of Delaware County Pennsylvania Election Officials Destroying Evidence and Ballots,,,5,"Extreme bias with fabricated claims: presents unverified allegations as proven fact ('videos that prove'), uses inflammatory language ('felonies,' 'deliberately destroyed'), makes partisan accusations without evidence, and contains multiple unverifiable specific references to alleged videos, conversations, and individuals engaged in criminal conduct that cannot be independently verified.",True,1589,100
2019-0433907,,,,pjmedia,"ELLEN DEGENERES RESPONDS TO BACKLASH OVER HER FRIENDLINESS WITH GEORGE W. BUSH (VIDEO):

https://w...",,,4,"Strong bias with charged language ('Maoist struggle sessions,' 'cancel culture,' 'rabidly progressive,' 'Big Orange Bad Man') and selective framing that uses Ellen's statement primarily to advance a conservative political narrative while dismissing progressive concerns as sanctimonious.",False,1668,92
2017-0037685,,,,thepoliticalinsider,CNN Posts Fake Abraham Lincoln Quote To Attack Trump,,,4,"Strong bias with overt advocacy against CNN; uses charged language ('hot mess,' 'backfired,' 'Clinton News Network'), selectively presents facts without verifying the full context of the quotes, and employs mocking tone to attack the network rather than objectively reporting the incident.",False,1493,94
2022-0330334,,,,infowars,REVEALED: The 26 states where abortion will likely become illegal if SCOTUS overturns Roe vs Wade,,,2,"Article reports on verifiable events (leaked Alito draft, Guttmacher Institute data) but uses framing that emphasizes anti-abortion outcomes; presents the leaked opinion's language selectively and adopts the pro-choice characterization of 'reproductive rights group' without balance; omits any pro-life perspective or explanation of why states might restrict abortion.",False,1323,110
2021-0736489,,,,welovetrump,"Protestors Against Vaccine Mandates Chant ""F*** Joe Biden"" In NYC",,,4,"Strong bias with charged language ('authoritarian,' 'tyranny,' 'sleeping giant has awaken'), selective framing that presents only anti-vaccine mandate perspective without counterarguments, and inflammatory characterization of policies as oppressive rather than public health measures.",False,1408,87
2017-0060306,,,,bipartisanreport,Mayor Of Miami Makes Major Anti-Trump Admin Announcement From Emergency Operations Center,,,2,"Subtle bias through selective framing and emphasis: the article presents Regalado's climate change comments favorably while characterizing Pruitt's response as dismissive ('just the opposite'), uses charged language ('rammed through' equivalent in framing), and emphasizes scientific consensus while minimizing Pruitt's practical arguments about immediate relief priorities.",False,1608,105
2018-0302278,,,,prisonplanet,Comey Trumps An Accused Serial Abuser of Women Was Caught On Tape Bragging About His Ability t,,,4,"Strong bias with overt advocacy and charged language ('pussy-hat wearing, Democrat hack,' 'clown,' 'bitter, partisan') coupled with selective framing that dismisses Christine Ford's credibility and presents Kavanaugh's explanations as definitive while omitting substantive counterarguments.",False,1609,97
2021-0673903,,,,naturalnews,"A slew of empty shelf store photographs from ANP readers show America falling apart as a trucker shutdown over ""papers please"" at state lines would push America off the cliff",,,4,"Strong bias with charged language ('tyrannical regime', 'globalists sinister agenda', 'totalitarianism'), selective framing that presents only one political perspective, inflammatory characterizations of Democrats, and cherry-picked reader comments presented as evidence without counterargument.",False,1721,90
2020-0865573,,,,pjmedia,"WAIT, I THOUGHT WE ALREADY DID THAT BY ELECTING OBAMA*. Biden: By Electing Me, Americans 'Bent the A...",,,4,"Strong bias with charged language ('twisted this language,' 'gaffes,' 'Bum's Rush'), selective framing that misrepresents King's theology to undercut Biden, cherry-picked criticism of Biden's speech, and editorial commentary presented as analysis without balanced counterargument.",False,1729,95
2019-0170270,,,,prepareforchange,"I Don't Just Want A Lover, I Want A Love Who Is My Best Friend",,,0,"This is a personal opinion essay about romantic relationships with no factual claims, statistics, named individuals, events, or verifiable references to assess for bias; it expresses subjective feelings about love and friendship using neutral, introspective language.",False,1738,83
2020-0848819,,,,dailykos,"Federal Courts Give GOP Opening to Challenge Thousands of Absentee Ballots, by Steven Rosenfeld",,,3,"Moderate bias shown through charged language ('full-court press,' 'voter suppression effort,' 'baseless attacks'), selective framing that emphasizes Republican litigation strategy as delegitimizing while presenting Democratic turnout efforts neutrally, and one-sided emphasis on potential ballot disqualification without balanced counterargument from the Republican perspective.",False,1674,104
2021-1030285,,,,bearingarms,Shutting down 'ghost gun' bans good for the Second Amendment,,,4,"Strong bias evident through charged language ('terrifying,' 'scapegoating,' 'lawless'), one-sided framing that dismisses opposing viewpoints, selective facts emphasizing the author's pro-gun stance, and rhetorical dismissal of Democratic lawmakers ('worthwhile for a change') without substantive counterargument.",False,1676,103
2022-0177229,,,,powerlineblog,Dzhokharman,,,4,"Strong bias evident through charged language ('harebrained argument,' 'absurdity,' 'ideological opposition'), dismissal of opposing judicial views without substantive engagement, selective framing that assumes bad faith motives, and editorializing that advocates for execution rather than neutrally reporting the legal decision.",False,1483,96
2022-0402312,,,,bearingarms,Biden and his ilk are to blame for record gun sales,,,4,"Strong bias with overt advocacy and charged language ('disgustingly dancing in the blood,' 'political hacks,' 'anti-freedom caucus,' 'gun-grabbers') combined with selective presentation that blames Biden and progressives for gun sales while omitting counterarguments about gun violence prevention or alternative explanations for sales trends.",False,1673,105
2020-1004089,,,,politicususa,House Dem Blasts Trump For Wrecking COVID Relief At 11th Hour After Ignoring It For Months,,,4,"Strong bias with overt advocacy: charged language ('wrecking,' 'stunt,' 'detached,' 'superspreader rallies'), selective framing that presents only Democratic perspectives as factual while Trump's positions are dismissed, and editorial assertions (e.g., 'Donald Trump doesn't care') presented as fact rather than opinion.",False,1725,107
