Title,Page ID,URL,State,School Type,Direct Parent Category
"High School for Medical Professions",22008028,"https://en.wikipedia.org/wiki/High_School_for_Medical_Professions","New York","public","Public high schools in Brooklyn"
"High School for Public Service: Heroes of Tomorrow",31942971,"https://en.wikipedia.org/wiki/High_School_for_Public_Service:_Heroes_of_Tomorrow","New York","public","Public high schools in Brooklyn"
"High School for Writing and Communication Arts",18881286,"https://en.wikipedia.org/wiki/High_School_for_Writing_and_Communication_Arts","New York","public","Public high schools in the Bronx"
"High School of American Studies",2966359,"https://en.wikipedia.org/wiki/High_School_of_American_Studies","New York","public","Public high schools in the Bronx"
"High School of Art and Design",228930,"https://en.wikipedia.org/wiki/High_School_of_Art_and_Design","New York","public","Public high schools in Manhattan"
"High School of Economics and Finance",9950046,"https://en.wikipedia.org/wiki/High_School_of_Economics_and_Finance","New York","public","Public high schools in Manhattan"
"High School of Enterprise, Business, & Technology",8848099,"https://en.wikipedia.org/wiki/High_School_of_Enterprise,_Business,_%26_Technology","New York","public","Public high schools in Brooklyn"
"High School of Fashion Industries",6341806,"https://en.wikipedia.org/wiki/High_School_of_Fashion_Industries","New York","public","Public high schools in Manhattan"
"High School of Graphic Communication Arts",4257964,"https://en.wikipedia.org/wiki/High_School_of_Graphic_Communication_Arts","New York","public","Public high schools in Manhattan"
"High School of Music & Art",6162228,"https://en.wikipedia.org/wiki/High_School_of_Music_%26_Art","New York","unknown","Defunct high schools in Manhattan"
"High School of Performing Arts",3485523,"https://en.wikipedia.org/wiki/High_School_of_Performing_Arts","New York","unknown","Defunct high schools in Manhattan"
"High School of Telecommunication Arts and Technology",51597306,"https://en.wikipedia.org/wiki/High_School_of_Telecommunication_Arts_and_Technology","New York","public","Public high schools in Brooklyn"
"High School of the Arts and Technology",20586280,"https://en.wikipedia.org/wiki/High_School_of_the_Arts_and_Technology","New York","public","Public high schools in Manhattan"
"Hillcrest High School (Queens)",2040355,"https://en.wikipedia.org/wiki/Hillcrest_High_School_(Queens)","New York","public","Public high schools in Queens, New York"
"Hilton High School",5618714,"https://en.wikipedia.org/wiki/Hilton_High_School","New York","public","Public high schools in New York (state)"
"Hinsdale Central School",16187206,"https://en.wikipedia.org/wiki/Hinsdale_Central_School","New York","public","Public high schools in New York (state)"
"Holland Junior/Senior High School",38606133,"https://en.wikipedia.org/wiki/Holland_Junior/Senior_High_School","New York","public","Public high schools in New York (state)"
"Holland Patent High School",4346596,"https://en.wikipedia.org/wiki/Holland_Patent_High_School","New York","public","Public high schools in New York (state)"
"Holy Cross High School (Queens)",3592012,"https://en.wikipedia.org/wiki/Holy_Cross_High_School_(Queens)","New York","unknown","Holy Cross High School (Flushing) alumni"
"Holy Trinity Diocesan High School",11243937,"https://en.wikipedia.org/wiki/Holy_Trinity_Diocesan_High_School","New York","private","Catholic secondary schools in New York (state)"
"Homer Senior High School (New York)",17788696,"https://en.wikipedia.org/wiki/Homer_Senior_High_School_(New_York)","New York","public","Public high schools in New York (state)"
"Honeoye Falls–Lima High School",35629377,"https://en.wikipedia.org/wiki/Honeoye_Falls%E2%80%93Lima_High_School","New York","public","High schools in Monroe County, New York"
"Hoosac School",22307864,"https://en.wikipedia.org/wiki/Hoosac_School","New York","private","Private high schools in New York (state)"
"Hopevale Union Free School District",71382176,"https://en.wikipedia.org/wiki/Hopevale_Union_Free_School_District","New York","public","Public high schools in New York (state)"
"Horace Greeley High School",1633135,"https://en.wikipedia.org/wiki/Horace_Greeley_High_School","New York","public","Public high schools in Westchester County, New York"
"Horace Mann School",672773,"https://en.wikipedia.org/wiki/Horace_Mann_School","New York","private","Preparatory schools in New York City"
"Horseheads High School",3758349,"https://en.wikipedia.org/wiki/Horseheads_High_School","New York","public","Public high schools in New York (state)"
"Hudson High School (New York)",19167893,"https://en.wikipedia.org/wiki/Hudson_High_School_(New_York)","New York","public","Public high schools in New York (state)"
"Hunter College High School",533769,"https://en.wikipedia.org/wiki/Hunter_College_High_School","New York","public","Public high schools in Manhattan"
"Huntington High School (New York)",10608257,"https://en.wikipedia.org/wiki/Huntington_High_School_(New_York)","New York","public","Public high schools in New York (state)"
"Hutchinson Central Technical High School",3914995,"https://en.wikipedia.org/wiki/Hutchinson_Central_Technical_High_School","New York","public","Public high schools in New York (state)"
"Immaculate Heart Central High School (Watertown, New York)",12551543,"https://en.wikipedia.org/wiki/Immaculate_Heart_Central_High_School_(Watertown,_New_York)","New York","private","Catholic secondary schools in New York (state)"
"Indian River Central High School",7780772,"https://en.wikipedia.org/wiki/Indian_River_Central_High_School","New York","public","Public high schools in New York (state)"
"Information Technology High School",14887321,"https://en.wikipedia.org/wiki/Information_Technology_High_School","New York","public","Public high schools in Queens, New York"
"Innovation Diploma Plus High School",40958000,"https://en.wikipedia.org/wiki/Innovation_Diploma_Plus_High_School","New York","public","Public high schools in Manhattan"
"International High School (Queens)",13103303,"https://en.wikipedia.org/wiki/International_High_School_(Queens)","New York","public","Public high schools in Queens, New York"
"International High School at Prospect Heights",24835012,"https://en.wikipedia.org/wiki/International_High_School_at_Prospect_Heights","New York","public","Public high schools in Brooklyn"
"Iona Preparatory School",6147045,"https://en.wikipedia.org/wiki/Iona_Preparatory_School","New York","private","Preparatory schools in New York (state)"
"Irondequoit High School",9684763,"https://en.wikipedia.org/wiki/Irondequoit_High_School","New York","public","Public high schools in New York (state)"
"Irvington High School (New York)",4473291,"https://en.wikipedia.org/wiki/Irvington_High_School_(New_York)","New York","public","Public high schools in Westchester County, New York"
"Island Trees High School",4869651,"https://en.wikipedia.org/wiki/Island_Trees_High_School","New York","public","Public high schools in New York (state)"
"Islip High School",35626236,"https://en.wikipedia.org/wiki/Islip_High_School","New York","public","Public high schools in New York (state)"
"Ithaca High School (Ithaca, New York)",2165625,"https://en.wikipedia.org/wiki/Ithaca_High_School_(Ithaca,_New_York)","New York","public","Public high schools in New York (state)"
"Ivy Preparatory School League",3627502,"https://en.wikipedia.org/wiki/Ivy_Preparatory_School_League","New York","private","Preparatory schools in New York (state)"
"Jacqueline Kennedy Onassis High School for International Careers",8231800,"https://en.wikipedia.org/wiki/Jacqueline_Kennedy_Onassis_High_School_for_International_Careers","New York","public","Public high schools in Manhattan"
"Jamaica High School",3677851,"https://en.wikipedia.org/wiki/Jamaica_High_School","New York","unknown","Defunct high schools in Queens, New York"
"James A. Beneway High School",45476544,"https://en.wikipedia.org/wiki/James_A._Beneway_High_School","New York","public","Public high schools in New York (state)"
"James H. Boyd Intermediate School",10257245,"https://en.wikipedia.org/wiki/James_H._Boyd_Intermediate_School","New York","public","Schools in Suffolk County, New York"
"James I. O'Neill High School",16257754,"https://en.wikipedia.org/wiki/James_I._O%27Neill_High_School","New York","public","Public high schools in New York (state)"
"James Madison High School (Brooklyn)",6888798,"https://en.wikipedia.org/wiki/James_Madison_High_School_(Brooklyn)","New York","public","Public high schools in Brooklyn"
"James Monroe High School (New York City)",6117559,"https://en.wikipedia.org/wiki/James_Monroe_High_School_(New_York_City)","New York","unknown","Defunct high schools in the Bronx"
"James Monroe High School (Rochester, New York)",22592036,"https://en.wikipedia.org/wiki/James_Monroe_High_School_(Rochester,_New_York)","New York","public","Public high schools in New York (state)"
"Jamestown High School (New York)",3643742,"https://en.wikipedia.org/wiki/Jamestown_High_School_(New_York)","New York","public","Public high schools in New York (state)"
"Jamesville-DeWitt High School",27206132,"https://en.wikipedia.org/wiki/Jamesville-DeWitt_High_School","New York","public","Public high schools in New York (state)"
"Jane Addams High School for Academic Careers",71949397,"https://en.wikipedia.org/wiki/Jane_Addams_High_School_for_Academic_Careers","New York","unknown","Defunct high schools in the Bronx"
"Jefferson Central School",39488887,"https://en.wikipedia.org/wiki/Jefferson_Central_School","New York","public","Public high schools in New York (state)"
"Jericho High School",3297975,"https://en.wikipedia.org/wiki/Jericho_High_School","New York","public","Public high schools in New York (state)"
"John A. Coleman Catholic High School",14503555,"https://en.wikipedia.org/wiki/John_A._Coleman_Catholic_High_School","New York","private","Catholic secondary schools in New York (state)"
"John Adams High School (Queens)",5840436,"https://en.wikipedia.org/wiki/John_Adams_High_School_(Queens)","New York","public","Public high schools in Queens, New York"
"John Bowne High School",31826141,"https://en.wikipedia.org/wiki/John_Bowne_High_School","New York","public","Public high schools in Queens, New York"
"John Dewey High School",2366777,"https://en.wikipedia.org/wiki/John_Dewey_High_School","New York","public","Public high schools in Brooklyn"
"John F. Kennedy Catholic Preparatory School",16804968,"https://en.wikipedia.org/wiki/John_F._Kennedy_Catholic_Preparatory_School","New York","private","Catholic secondary schools in New York (state)"
"John F. Kennedy High School (Bellmore, New York)",3554851,"https://en.wikipedia.org/wiki/John_F._Kennedy_High_School_(Bellmore,_New_York)","New York","public","Public high schools in New York (state)"
"John F. Kennedy High School (Cheektowaga, New York)",26954414,"https://en.wikipedia.org/wiki/John_F._Kennedy_High_School_(Cheektowaga,_New_York)","New York","public","Public high schools in New York (state)"
"John F. Kennedy High School (New York City)",5344595,"https://en.wikipedia.org/wiki/John_F._Kennedy_High_School_(New_York_City)","New York","public","Public high schools in the Bronx"
"John Jay High School (Cross River, New York)",6085955,"https://en.wikipedia.org/wiki/John_Jay_High_School_(Cross_River,_New_York)","New York","public","Public high schools in Westchester County, New York"
"John Jay High School (Hopewell Junction, New York)",7227559,"https://en.wikipedia.org/wiki/John_Jay_High_School_(Hopewell_Junction,_New_York)","New York","public","Public high schools in Dutchess County, New York"
"John L. Miller Great Neck North High School",3773699,"https://en.wikipedia.org/wiki/John_L._Miller_Great_Neck_North_High_School","New York","public","Public high schools in New York (state)"
"John S. Burke Catholic High School",14503506,"https://en.wikipedia.org/wiki/John_S._Burke_Catholic_High_School","New York","private","Catholic secondary schools in New York (state)"
"John V. Lindsay Wildcat Academy Charter School",56497568,"https://en.wikipedia.org/wiki/John_V._Lindsay_Wildcat_Academy_Charter_School","New York","unknown","High schools in New York City"
"Johnson City High School (New York)",52395169,"https://en.wikipedia.org/wiki/Johnson_City_High_School_(New_York)","New York","public","Public high schools in Broome County, New York"
"Johnstown High School",19508729,"https://en.wikipedia.org/wiki/Johnstown_High_School","New York","public","Public high schools in New York (state)"
"Jonathan Levin High School for Media and Communications",24543822,"https://en.wikipedia.org/wiki/Jonathan_Levin_High_School_for_Media_and_Communications","New York","public","Public high schools in the Bronx"
"Jordan-Elbridge High School",39658529,"https://en.wikipedia.org/wiki/Jordan-Elbridge_High_School","New York","public","Public high schools in New York (state)"
"Junior High School 47 School for the Deaf",68040257,"https://en.wikipedia.org/wiki/Junior_High_School_47_School_for_the_Deaf","New York","public","Public K–12 schools in New York (state)"
"Kellenberg Memorial High School",1274646,"https://en.wikipedia.org/wiki/Kellenberg_Memorial_High_School","New York","private","Catholic secondary schools in New York (state)"
"Kenmore East High School",11766941,"https://en.wikipedia.org/wiki/Kenmore_East_High_School","New York","public","Public high schools in New York (state)"
"Kenmore West Senior High School",4874905,"https://en.wikipedia.org/wiki/Kenmore_West_Senior_High_School","New York","public","Public high schools in New York (state)"
"Kennedy International School",46571183,"https://en.wikipedia.org/wiki/Kennedy_International_School","New York","private","Private K–12 schools in Manhattan"
"Kensington High School (Buffalo, New York)",33845772,"https://en.wikipedia.org/wiki/Kensington_High_School_(Buffalo,_New_York)","New York","unknown","High schools in Buffalo, New York"
"Kew-Forest School",10651923,"https://en.wikipedia.org/wiki/Kew-Forest_School","New York","private","Preparatory schools in New York City"
"Kings Park High School",3316768,"https://en.wikipedia.org/wiki/Kings_Park_High_School","New York","public","Public high schools in New York (state)"
"Kingsborough Early College Secondary School",16360528,"https://en.wikipedia.org/wiki/Kingsborough_Early_College_Secondary_School","New York","public","Public high schools in Brooklyn"
"Kingston High School (New York)",7291915,"https://en.wikipedia.org/wiki/Kingston_High_School_(New_York)","New York","public","Public high schools in New York (state)"
"Lafayette High School (Buffalo, New York)",3191063,"https://en.wikipedia.org/wiki/Lafayette_High_School_(Buffalo,_New_York)","New York","public","Public high schools in New York (state)"
"Lafayette High School (New York City)",4253650,"https://en.wikipedia.org/wiki/Lafayette_High_School_(New_York_City)","New York","public","Public high schools in Brooklyn"
"Lafayette International High School",55201251,"https://en.wikipedia.org/wiki/Lafayette_International_High_School","New York","public","Public high schools in New York (state)"
"Lake Shore High School (Angola, New York)",38914345,"https://en.wikipedia.org/wiki/Lake_Shore_High_School_(Angola,_New_York)","New York","public","Public high schools in New York (state)"
"Lakeland High School (Shrub Oak, New York)",3743017,"https://en.wikipedia.org/wiki/Lakeland_High_School_(Shrub_Oak,_New_York)","New York","public","Public high schools in Westchester County, New York"
"Lancaster High School (New York)",1316144,"https://en.wikipedia.org/wiki/Lancaster_High_School_(New_York)","New York","public","Public high schools in New York (state)"
"Lansing High School",5344079,"https://en.wikipedia.org/wiki/Lansing_High_School","New York","public","Public high schools in New York (state)"
"Lansingburgh High School",41470171,"https://en.wikipedia.org/wiki/Lansingburgh_High_School","New York","public","Public high schools in New York (state)"
"Lavelle School for the Blind",69585507,"https://en.wikipedia.org/wiki/Lavelle_School_for_the_Blind","New York","unknown","High schools in the Bronx"
"Lawrence High School (Cedarhurst, New York)",6071152,"https://en.wikipedia.org/wiki/Lawrence_High_School_(Cedarhurst,_New_York)","New York","public","Public high schools in New York (state)"
"Leadership & Public Service High School",8354302,"https://en.wikipedia.org/wiki/Leadership_%26_Public_Service_High_School","New York","public","Public high schools in Manhattan"
"Lehman Alternative Community School",2690881,"https://en.wikipedia.org/wiki/Lehman_Alternative_Community_School","New York","public","Public high schools in New York (state)"
"Leonardo da Vinci High School (Buffalo, New York)",9513198,"https://en.wikipedia.org/wiki/Leonardo_da_Vinci_High_School_(Buffalo,_New_York)","New York","public","Public high schools in New York (state)"
"Letchworth High School, Gainesville",4799390,"https://en.wikipedia.org/wiki/Letchworth_High_School,_Gainesville","New York","public","Public high schools in New York (state)"
"Levittown Memorial High School",76027865,"https://en.wikipedia.org/wiki/Levittown_Memorial_High_School","New York","public","Public high schools in New York (state)"
"Lewis J. Bennett School of Innovative Technology",51924547,"https://en.wikipedia.org/wiki/Lewis_J._Bennett_School_of_Innovative_Technology","New York","public","Public high schools in New York (state)"
"Lexington School and Center for the Deaf",37958038,"https://en.wikipedia.org/wiki/Lexington_School_and_Center_for_the_Deaf","New York","private","Private K–12 schools in New York City"
"Liberty High School (Liberty, New York)",32851489,"https://en.wikipedia.org/wiki/Liberty_High_School_(Liberty,_New_York)","New York","public","Public high schools in New York (state)"
"Lima Christian School",26022718,"https://en.wikipedia.org/wiki/Lima_Christian_School","New York","private","Private high schools in New York (state)"
"Lincoln High School (Yonkers, New York)",21517396,"https://en.wikipedia.org/wiki/Lincoln_High_School_(Yonkers,_New_York)","New York","public","Public high schools in Yonkers, New York"
"Lindenhurst Senior High School",37482543,"https://en.wikipedia.org/wiki/Lindenhurst_Senior_High_School","New York","public","Public high schools in New York (state)"
"Little Red School House",1035615,"https://en.wikipedia.org/wiki/Little_Red_School_House","New York","unknown","Little Red School House alumni"
"Liverpool High School",4932058,"https://en.wikipedia.org/wiki/Liverpool_High_School","New York","public","Public high schools in New York (state)"
"Lockport High School",43064527,"https://en.wikipedia.org/wiki/Lockport_High_School","New York","public","Public high schools in New York (state)"
"Locust Valley High School",38560541,"https://en.wikipedia.org/wiki/Locust_Valley_High_School","New York","public","Public high schools in New York (state)"
"Long Beach High School (New York)",5537567,"https://en.wikipedia.org/wiki/Long_Beach_High_School_(New_York)","New York","public","Public high schools in New York (state)"
"Long Island City High School",4527805,"https://en.wikipedia.org/wiki/Long_Island_City_High_School","New York","public","Public high schools in Queens, New York"
"Long Island Lutheran Middle and High School",8011359,"https://en.wikipedia.org/wiki/Long_Island_Lutheran_Middle_and_High_School","New York","private","Preparatory schools in New York (state)"
"Long Island School for the Gifted",12151163,"https://en.wikipedia.org/wiki/Long_Island_School_for_the_Gifted","New York","public","Schools in Suffolk County, New York"
"Longview School",30547112,"https://en.wikipedia.org/wiki/Longview_School","New York","private","Private high schools in New York (state)"
"Lower East Side Preparatory High School",38882560,"https://en.wikipedia.org/wiki/Lower_East_Side_Preparatory_High_School","New York","public","Public high schools in Manhattan"
"Loyola School (New York City)",2415946,"https://en.wikipedia.org/wiki/Loyola_School_(New_York_City)","New York","private","Private high schools in Manhattan"
"Lynbrook Senior High School",14365083,"https://en.wikipedia.org/wiki/Lynbrook_Senior_High_School","New York","public","Public high schools in New York (state)"
"Léman Manhattan Preparatory School",36107365,"https://en.wikipedia.org/wiki/L%C3%A9man_Manhattan_Preparatory_School","New York","private","Private K–12 schools in Manhattan"
"MacArthur High School (Levittown, New York)",2083383,"https://en.wikipedia.org/wiki/MacArthur_High_School_(Levittown,_New_York)","New York","public","Public high schools in New York (state)"
"Madrid–Waddington Central School",20968603,"https://en.wikipedia.org/wiki/Madrid%E2%80%93Waddington_Central_School","New York","public","Public high schools in New York (state)"
"Main Street School",29673136,"https://en.wikipedia.org/wiki/Main_Street_School","New York","public","Schools in Nassau County, New York"
"Malverne High School",76405639,"https://en.wikipedia.org/wiki/Malverne_High_School","New York","public","High schools in Nassau County, New York"
"Mamaroneck High School",14727218,"https://en.wikipedia.org/wiki/Mamaroneck_High_School","New York","public","Public high schools in Westchester County, New York"
"Manhasset Secondary School",4222505,"https://en.wikipedia.org/wiki/Manhasset_Secondary_School","New York","public","Public high schools in New York (state)"
"Manhattan Trade School for Girls",26413289,"https://en.wikipedia.org/wiki/Manhattan_Trade_School_for_Girls","New York","public","Public high schools in Manhattan"
"Manhattan Vocational and Technical High School",51570686,"https://en.wikipedia.org/wiki/Manhattan_Vocational_and_Technical_High_School","New York","unknown","Defunct high schools in Manhattan"
"Manhattan/Hunter College High School for Sciences",17117065,"https://en.wikipedia.org/wiki/Manhattan/Hunter_College_High_School_for_Sciences","New York","public","Public high schools in Manhattan"
"Manlius Pebble Hill School",3640943,"https://en.wikipedia.org/wiki/Manlius_Pebble_Hill_School","New York","private","Private high schools in New York (state)"
"Manumit School",2317155,"https://en.wikipedia.org/wiki/Manumit_School","New York","private","Defunct private high schools in Dutchess County, New York"
"Marathon High School (New York)",38560836,"https://en.wikipedia.org/wiki/Marathon_High_School_(New_York)","New York","public","Public high schools in New York (state)"
"Marcellus High School",15730012,"https://en.wikipedia.org/wiki/Marcellus_High_School","New York","public","Public high schools in New York (state)"
"Marcus Whitman Middle/High School",19716617,"https://en.wikipedia.org/wiki/Marcus_Whitman_Middle/High_School","New York","public","Public high schools in New York (state)"
"Maria Regina High School",9976655,"https://en.wikipedia.org/wiki/Maria_Regina_High_School","New York","private","Catholic secondary schools in New York (state)"
"Marlboro High School (New York)",13131915,"https://en.wikipedia.org/wiki/Marlboro_High_School_(New_York)","New York","public","Public high schools in New York (state)"
"Martin Luther School",9668758,"https://en.wikipedia.org/wiki/Martin_Luther_School","New York","private","Private high schools in Queens, New York"
"Martin Van Buren High School",2284374,"https://en.wikipedia.org/wiki/Martin_Van_Buren_High_School","New York","public","Public high schools in Queens, New York"
"Marymount School of New York",2927830,"https://en.wikipedia.org/wiki/Marymount_School_of_New_York","New York","private","Private high schools in Manhattan"
"Maryvale High School (Cheektowaga, New York)",12319980,"https://en.wikipedia.org/wiki/Maryvale_High_School_(Cheektowaga,_New_York)","New York","public","Public high schools in New York (state)"
"Maslow-Toffler School of Futuristic Education",8631442,"https://en.wikipedia.org/wiki/Maslow-Toffler_School_of_Futuristic_Education","New York","public","Schools in Suffolk County, New York"
"Maspeth High School",38569964,"https://en.wikipedia.org/wiki/Maspeth_High_School","New York","public","Public high schools in Queens, New York"
"Massapequa High School",7129812,"https://en.wikipedia.org/wiki/Massapequa_High_School","New York","public","Public high schools in New York (state)"
"Massena Central High School",19811561,"https://en.wikipedia.org/wiki/Massena_Central_High_School","New York","public","Public high schools in New York (state)"
"Masters School",5086231,"https://en.wikipedia.org/wiki/Masters_School","New York","private","Preparatory schools in New York (state)"
"Math, Science, Technology Preparatory School",6465392,"https://en.wikipedia.org/wiki/Math,_Science,_Technology_Preparatory_School","New York","public","High schools in New York (state)"
"McBurney School",6459124,"https://en.wikipedia.org/wiki/McBurney_School","New York","private","Preparatory schools in New York (state)"
"McKinley Vocational High School",23178517,"https://en.wikipedia.org/wiki/McKinley_Vocational_High_School","New York","public","Public high schools in New York (state)"
"McQuaid Jesuit High School",3131819,"https://en.wikipedia.org/wiki/McQuaid_Jesuit_High_School","New York","public","High schools in Monroe County, New York"
"Mechanicville High School",10198401,"https://en.wikipedia.org/wiki/Mechanicville_High_School","New York","public","Public high schools in New York (state)"
"Medina High School (New York)",62264409,"https://en.wikipedia.org/wiki/Medina_High_School_(New_York)","New York","public","Public high schools in New York (state)"
"Michael J. Petrides School",9985658,"https://en.wikipedia.org/wiki/Michael_J._Petrides_School","New York","unknown","K–12 schools in New York City"
"Middle College High School at LaGuardia Community College",14501254,"https://en.wikipedia.org/wiki/Middle_College_High_School_at_LaGuardia_Community_College","New York","public","Public high schools in Queens, New York"
"Middle Early College High School",45474452,"https://en.wikipedia.org/wiki/Middle_Early_College_High_School","New York","public","High schools in New York (state)"
"Middletown High School (New York)",13208994,"https://en.wikipedia.org/wiki/Middletown_High_School_(New_York)","New York","public","Public high schools in New York (state)"
"Midlakes High School",11533441,"https://en.wikipedia.org/wiki/Midlakes_High_School","New York","public","Public high schools in New York (state)"
"Midwood High School",2088383,"https://en.wikipedia.org/wiki/Midwood_High_School","New York","public","Public high schools in Brooklyn"
"Millbrook High School (New York)",8484044,"https://en.wikipedia.org/wiki/Millbrook_High_School_(New_York)","New York","public","Public high schools in Dutchess County, New York"
"Millbrook School",1362952,"https://en.wikipedia.org/wiki/Millbrook_School","New York","private","Preparatory schools in New York (state)"
"Millennium High School (New York City)",12063971,"https://en.wikipedia.org/wiki/Millennium_High_School_(New_York_City)","New York","public","Public high schools in Manhattan"
"Miller Place High School",9410667,"https://en.wikipedia.org/wiki/Miller_Place_High_School","New York","public","Public high schools in New York (state)"
"Milne School",5536457,"https://en.wikipedia.org/wiki/Milne_School","New York","public","Public high schools in Albany County, New York"
"Mineola High School (New York)",4472755,"https://en.wikipedia.org/wiki/Mineola_High_School_(New_York)","New York","public","Public high schools in New York (state)"
"Minisink Valley High School",2393903,"https://en.wikipedia.org/wiki/Minisink_Valley_High_School","New York","public","Public high schools in New York (state)"
"Miraj Islamic School",36162632,"https://en.wikipedia.org/wiki/Miraj_Islamic_School","New York","private","Private high schools in Staten Island"
"Mohonasen High School",4631981,"https://en.wikipedia.org/wiki/Mohonasen_High_School","New York","public","Public high schools in New York (state)"
"Monroe-Woodbury High School",7897673,"https://en.wikipedia.org/wiki/Monroe-Woodbury_High_School","New York","public","Public high schools in New York (state)"
"Monsignor Farrell High School",1414048,"https://en.wikipedia.org/wiki/Monsignor_Farrell_High_School","New York","private","Catholic high schools in Staten Island"
"Monsignor McClancy Memorial High School",3999350,"https://en.wikipedia.org/wiki/Monsignor_McClancy_Memorial_High_School","New York","private","Catholic high schools in Queens, New York"
"Monsignor Scanlan High School",12677828,"https://en.wikipedia.org/wiki/Monsignor_Scanlan_High_School","New York","private","Catholic high schools in the Bronx"
"Monticello High School (New York)",59986549,"https://en.wikipedia.org/wiki/Monticello_High_School_(New_York)","New York","public","Public high schools in New York (state)"
"Moore Catholic High School",3564982,"https://en.wikipedia.org/wiki/Moore_Catholic_High_School","New York","private","Catholic high schools in Staten Island"
"Morris High School (Bronx)",20987427,"https://en.wikipedia.org/wiki/Morris_High_School_(Bronx)","New York","unknown","Defunct high schools in the Bronx"
"Mother Cabrini High School",6233890,"https://en.wikipedia.org/wiki/Mother_Cabrini_High_School","New York","private","Defunct Catholic secondary schools in New York City"
"Mount Morris Junior/Senior High School",38935256,"https://en.wikipedia.org/wiki/Mount_Morris_Junior/Senior_High_School","New York","public","Public high schools in New York (state)"
"Mount Vernon High School (New York)",11158129,"https://en.wikipedia.org/wiki/Mount_Vernon_High_School_(New_York)","New York","public","Public high schools in Westchester County, New York"
"Murry Bergtraum High School",3509861,"https://en.wikipedia.org/wiki/Murry_Bergtraum_High_School","New York","public","Public high schools in Manhattan"
"Nanuet Senior High School",12152627,"https://en.wikipedia.org/wiki/Nanuet_Senior_High_School","New York","public","Public high schools in New York (state)"
"Nazareth Regional High School (Brooklyn)",12566245,"https://en.wikipedia.org/wiki/Nazareth_Regional_High_School_(Brooklyn)","New York","private","Catholic high schools in Brooklyn"
"New Dorp High School",11856451,"https://en.wikipedia.org/wiki/New_Dorp_High_School","New York","public","Public high schools in Staten Island"
"New Heights Academy Charter School",36229680,"https://en.wikipedia.org/wiki/New_Heights_Academy_Charter_School","New York","public","Public high schools in Manhattan"
"New Hyde Park Memorial High School",5357591,"https://en.wikipedia.org/wiki/New_Hyde_Park_Memorial_High_School","New York","public","Public high schools in New York (state)"
"New Lincoln School",19784971,"https://en.wikipedia.org/wiki/New_Lincoln_School","New York","private","Private high schools in Manhattan"
"New Paltz High School",4101597,"https://en.wikipedia.org/wiki/New_Paltz_High_School","New York","public","Public high schools in New York (state)"
"New Rochelle High School",5110274,"https://en.wikipedia.org/wiki/New_Rochelle_High_School","New York","public","Public high schools in Westchester County, New York"
"New Suffolk School",26449076,"https://en.wikipedia.org/wiki/New_Suffolk_School","New York","public","Schools in Suffolk County, New York"
"New Utrecht High School",4001507,"https://en.wikipedia.org/wiki/New_Utrecht_High_School","New York","public","Public high schools in Brooklyn"
"New York City Lab School for Collaborative Studies",4562259,"https://en.wikipedia.org/wiki/New_York_City_Lab_School_for_Collaborative_Studies","New York","public","Public high schools in Manhattan"
"New York City Museum School",6470278,"https://en.wikipedia.org/wiki/New_York_City_Museum_School","New York","public","Public high schools in Manhattan"
"New York Harbor School",7946884,"https://en.wikipedia.org/wiki/New_York_Harbor_School","New York","public","Public high schools in Manhattan"
"New York High School",41063197,"https://en.wikipedia.org/wiki/New_York_High_School","New York","unknown","Defunct high schools in Manhattan"
"New York Institute of Technology School of Management",6559051,"https://en.wikipedia.org/wiki/New_York_Institute_of_Technology_School_of_Management","New York","unknown","New York Institute of Technology"
"New York School for the Deaf",39727391,"https://en.wikipedia.org/wiki/New_York_School_for_the_Deaf","New York","private","Private K–12 schools in Westchester County, New York"
"New York State Association of Independent Schools Athletic Association",10672647,"https://en.wikipedia.org/wiki/New_York_State_Association_of_Independent_Schools_Athletic_Association","New York","public","High school sports associations in New York (state)"
"New York State Public High School Athletic Association",10620912,"https://en.wikipedia.org/wiki/New_York_State_Public_High_School_Athletic_Association","New York","public","High school sports associations in New York (state)"
"New York State Public High School Athletic Association Boys Basketball Championships",26112717,"https://en.wikipedia.org/wiki/New_York_State_Public_High_School_Athletic_Association_Boys_Basketball_Championships","New York","public","High school sports in New York (state)"
"New York state high school boys basketball championships",26129990,"https://en.wikipedia.org/wiki/New_York_state_high_school_boys_basketball_championships","New York","public","High school sports in New York (state)"
"Newcomers High School",18765816,"https://en.wikipedia.org/wiki/Newcomers_High_School","New York","public","Public high schools in Queens, New York"
"Newfane Senior High School",51466088,"https://en.wikipedia.org/wiki/Newfane_Senior_High_School","New York","public","Public high schools in New York (state)"
"Newfield High School",4449173,"https://en.wikipedia.org/wiki/Newfield_High_School","New York","public","Public high schools in New York (state)"
"Newtown High School (Queens)",4897068,"https://en.wikipedia.org/wiki/Newtown_High_School_(Queens)","New York","public","Public high schools in Queens, New York"
"Niagara Catholic High School",12534639,"https://en.wikipedia.org/wiki/Niagara_Catholic_High_School","New York","private","Catholic secondary schools in New York (state)"
"Niagara Falls High School",4963630,"https://en.wikipedia.org/wiki/Niagara_Falls_High_School","New York","public","Public high schools in New York (state)"
"Nichols School",2039369,"https://en.wikipedia.org/wiki/Nichols_School","New York","private","Private high schools in New York (state)"
"Nightingale-Bamford School",8134252,"https://en.wikipedia.org/wiki/Nightingale-Bamford_School","New York","private","Preparatory schools in New York City"
